coreid,idigbio:associatedsequences,idigbio:barcodeValue,dwc:basisOfRecord,dwc:bed,gbif:canonicalName,dwc:catalogNumber,dwc:class,dwc:collectionCode,dwc:collectionID,idigbio:collectionName,dwc:recordedBy,dwc:vernacularName,idigbio:commonnames,dwc:continent,dwc:coordinateUncertaintyInMeters,dwc:country,idigbio:isoCountryCode,dwc:county,idigbio:eventDate,idigbio:dateModified,idigbio:dataQualityScore,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,idigbio:etag,dwc:eventDate,dwc:family,dwc:fieldNumber,idigbio:flags,dwc:formation,dwc:genus,dwc:geologicalContextID,idigbio:geoPoint,dwc:group,idigbio:hasImage,idigbio:hasMedia,dwc:higherClassification,dwc:highestBiostratigraphicZone,dwc:individualCount,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,idigbio:institutionName,dwc:kingdom,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lithostratigraphicTerms,dwc:locality,dwc:lowestBiostratigraphicZone,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,idigbio:mediarecords,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:municipality,dwc:occurrenceID,dwc:order,dwc:phylum,idigbio:recordIds,dwc:recordNumber,idigbio:recordset,dwc:scientificName,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:taxonID,dwc:taxonomicStatus,dwc:taxonRank,dwc:typeStatus,idigbio:uuid,dwc:verbatimEventDate,dwc:verbatimLocality,idigbio:version,dwc:waterBody
b30404f1-518a-4032-a558-1310d078033d,,,preservedspecimen,,shortia galacifolia,1724,magnoliopsida,,3858a568-5677-4954-8d69-4c684a767b01,,"buell, j. h.",,,north america,,united states,usa,buncombe,1939-08-06T00:00:00+00:00,2019-03-26T17:36:36.224360+00:00,0.2028985507246377,,,,,,2adc697a542aa6ec8e605c060f3d996628058e7d,1939-08-06,diapensiaceae,,"[""dwc_country_replaced"", ""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,unca,,,plantae,,,,,,,"home of m. n. ross of arden, nc.",,,,,,,,,a10ac25b-26b0-43c8-81b3-efb83da978a2,ericales,tracheophyta,"[""de67ccab-7d04-43b9-8083-81e45f628505\\a10ac25b-26b0-43c8-81b3-efb83da978a2"", ""de67ccab-7d04-43b9-8083-81e45f628505\\6171320"", ""urn:uuid:a10ac25b-26b0-43c8-81b3-efb83da978a2""]",269,de67ccab-7d04-43b9-8083-81e45f628505,shortia galacifolia,galacifolia,218,north carolina,5333326,accepted,species,,b30404f1-518a-4032-a558-1310d078033d,,,,
cdb2536b-de76-46ea-856c-df65dd8edaaa,,,preservedspecimen,,shortia galacifolia,03946835,magnoliopsida,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,m. e. hyams,,,north america,,united states,usa,mcdowell co.,1879-04-01T00:00:00+00:00,2019-07-13T20:58:43.146653+00:00,0.2463768115942029,,,,,,acd2ffdf2d1043eae9f4c7c02e48921267e340c4,1879-04-01,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_country_replaced"", ""dwc_phylum_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added"", ""taxon_match_failed""]",,shortia,,,,false,false,,,,,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,plantae,,,,,,,,,,,,,,,,a07e288e-4178-4097-a299-0c8165804a89,ericales,tracheophyta,"[""36d35b23-113e-4633-90ec-19d265a3b5f6\\a07e288e-4178-4097-a299-0c8165804a89""]",s.n.,36d35b23-113e-4633-90ec-19d265a3b5f6,shortia galacifolia torr. & a.gray,galacifolia,91,north carolina,5333326,accepted,species,,cdb2536b-de76-46ea-856c-df65dd8edaaa,01 apr 1879,,,
c6f55246-2b57-47df-8657-39d83d6cb06c,,,preservedspecimen,,shortia galacifolia,,magnoliopsida,botany,,,fisher gl,,,america,,united states,usa,,1906-03-31T00:00:00+00:00,2017-10-31T08:47:04.881048+00:00,0.17391304347826086,,,,,,5090de8ab9efd55d07925f3bf4677be33353380d,1906/03/31,diapensiaceae,,"[""gbif_vernacularname_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_country_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_phylum_added"", ""gbif_canonicalname_added"", ""dwc_class_replaced"", ""dwc_parentnameusageid_added"", ""taxon_match_failed""]",,shortia,,,,false,false,plantae|magnoliopsidae|ericales|diapensiaceae,,,,,,,plantae,,,,,,,sud carol. white water valley. oconee county.,,,,,,,,,http://data.biodiversitydata.nl/naturalis/specimen/l.2630916,ericales,tracheophyta,"[""fabcdc12-9d29-4bd2-912b-176e71818144\\l.2630916"", ""fabcdc12-9d29-4bd2-912b-176e71818144\\http://data.biodiversitydata.nl/naturalis/specimen/l.2630916""]",,fabcdc12-9d29-4bd2-912b-176e71818144,shortia galacifolia torr. & a.gray,galacifolia,90,,5333326,accepted,species,,c6f55246-2b57-47df-8657-39d83d6cb06c,1906/03/31,,,
8bab431c-1383-4828-9044-f2612e49944b,,,preservedspecimen,,shortia galacifolia,125892,magnoliopsida,herb,,,c. f. moore,,,north america,,united states,usa,transylvania co.,1953-03-21T00:00:00+00:00,2018-04-23T16:15:30.597077+00:00,0.2028985507246377,,,,,,24dbe5dc394614f4a4768cfb8769b2ac868b7816,1953-03-21,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_continent_added"", ""dwc_country_replaced"", ""dwc_phylum_replaced"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_order_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,true,true,plantae | dicots | diapensiaceae,,,,usf,urn:lsid:biocol.org:col:15638,,plantae,,,,,,,,,,,"[""cce414a3-f965-4d47-a53e-4cfd3a570535""]",,,,,20f869a7-5a96-49a9-878c-b6a2fe301579,ericales,tracheophyta,"[""f1cf8457-237e-487a-9d13-5de7d81b9de4\\20f869a7-5a96-49a9-878c-b6a2fe301579"", ""f1cf8457-237e-487a-9d13-5de7d81b9de4\\urn:catalog:usf:herb:125892""]",,f1cf8457-237e-487a-9d13-5de7d81b9de4,shortia galacifolia,galacifolia,80,north carolina,5333326,accepted,species,,8bab431c-1383-4828-9044-f2612e49944b,,,,
e3cd0c17-829c-45a0-bc0f-3bce48f73127,,,preservedspecimen,,shortia galacifolia,89287,magnoliopsida,botany,,,m. e. hyams,,,north america,,united states,usa,mcdowell,1879-04-01,2019-05-06T21:42:08.251442+00:00,0.2318840579710145,,,,,,9e903dfe45f284e574ddd9e12e223b24ef474aa3,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_vernacularname_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_order_replaced"", ""dwc_class_replaced""]",,shortia,,,,true,true,"plantae, dicotyledonae, diapensiales, diapensiaceae",,1.0,,us,http://biocol.org/urn:lsid:biocol.org:col:34871,,plantae,,,,,,,,,,,"[""61de7341-de33-4076-9611-eef299c62bca""]",,,,,http://n2t.net/ark:/65665/388cd268d-d0a4-43cc-bd93-589377a664f3,ericales,tracheophyta,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\http://n2t.net/ark:/65665/388cd268d-d0a4-43cc-bd93-589377a664f3""]",s.n.,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,shortia galacifolia,galacifolia,91,north carolina,5333326,accepted,species,,e3cd0c17-829c-45a0-bc0f-3bce48f73127,01 apr 1879,,,
91a54e51-536d-465e-bf24-59cafd616dbd,,,preservedspecimen,,shortia galacifolia,usch0025768,magnoliopsida,main,a13355a1-1ccc-46d9-9672-521d8d668804,,"sawyer, jr., george; shuler, jay; grimm, william; ahles, harry; clark, ross; tucker, gary",,,north america,,united states,usa,oconee county,1965-07-15,2019-07-14T01:30:24.624710+00:00,0.18840579710144928,,,,,,0f7e15136dc1b21d5fb58478b06d7ccff660a81f,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,usch,,,plantae,,,,,,,,,,,,,,,,5b036676-ff6d-11e2-9beb-001c23ce290f,ericales,tracheophyta,"[""83ad8494-136b-485a-87d4-8ce01dd6a8de\\9287958"", ""urn:uuid:1eb9b59f-2e21-4b04-b9b0-e8a889a268ae"", ""83ad8494-136b-485a-87d4-8ce01dd6a8de\\5b036676-ff6d-11e2-9beb-001c23ce290f""]",,83ad8494-136b-485a-87d4-8ce01dd6a8de,shortia galacifolia,galacifolia,196,south carolina,5333326,accepted,species,,91a54e51-536d-465e-bf24-59cafd616dbd,,,,
0570d2d8-eea9-49a9-a25a-e0644cc3bb13,,,preservedspecimen,,shortia galacifolia,ncu00042364,magnoliopsida,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"foust lombard, frances katherine; munch, margaret",,,north america,1933.0,united states,usa,orange,1938-03-13T00:00:00+00:00,2019-07-14T01:11:31.096168+00:00,0.2463768115942029,,,,,,063a2a01d17dccabc4088014a88973f55b297088,1938-03-13,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,"{""lat"": 35.910144, ""lon"": -79.048622}",,true,true,,,,,ncu,,,plantae,,,,,,,"stream near tin can, u.n.c. [university of north carolina at chapel hill] campus",,,,"[""b1fd6658-13d6-4f31-ae63-bc8ced849b51""]",,,,,bb54a3c3-7c15-493b-992e-12aefc5760e6,ericales,tracheophyta,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\16996402"", ""urn:uuid:bb54a3c3-7c15-493b-992e-12aefc5760e6"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\bb54a3c3-7c15-493b-992e-12aefc5760e6""]",s.n.,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,shortia galacifolia,galacifolia,72,north carolina,5333326,accepted,species,,0570d2d8-eea9-49a9-a25a-e0644cc3bb13,,,,
dd0656ad-1e7e-4b8f-bfa6-8544223b3ef3,,,preservedspecimen,,shortia galacifolia,usch0025769,magnoliopsida,main,a13355a1-1ccc-46d9-9672-521d8d668804,,"nelson, john; sorrow, james",,,north america,,united states,usa,oconee county,1993-07-15,2019-07-14T01:30:24.624710+00:00,0.18840579710144928,,,,,,2de9088c44038309024d6aa68ce22c2f0e057311,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,usch,,,plantae,,,,,,,,,,,,,,,,5b03693c-ff6d-11e2-9beb-001c23ce290f,ericales,tracheophyta,"[""83ad8494-136b-485a-87d4-8ce01dd6a8de\\9312648"", ""urn:uuid:b3131777-2867-49dc-ab26-d15730c3ff33"", ""83ad8494-136b-485a-87d4-8ce01dd6a8de\\5b03693c-ff6d-11e2-9beb-001c23ce290f""]",,83ad8494-136b-485a-87d4-8ce01dd6a8de,shortia galacifolia,galacifolia,196,south carolina,5333326,accepted,species,,dd0656ad-1e7e-4b8f-bfa6-8544223b3ef3,,,,
bb75d848-80a3-4d21-ad73-2cb200e0a622,,,preservedspecimen,,shortia galacifolia,ncu00042350,magnoliopsida,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"coker, william",,,north america,,united states,usa,avery,1922-08-24T00:00:00+00:00,2018-04-12T15:05:30.284524+00:00,0.21739130434782608,,,,,,f6da93ad3c31f9c400edd3532a3494cfae313f9c,1922-08-24,diapensiaceae,,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,ncu,,,plantae,,,,,,,"highland nursery at pineola, n.c.",,,,,,,,,79391f13-ae93-4a6d-acc9-ce7101194489,ericales,tracheophyta,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\79391f13-ae93-4a6d-acc9-ce7101194489"", ""urn:uuid:79391f13-ae93-4a6d-acc9-ce7101194489"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\16996405""]",s.n.,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,shortia galacifolia,galacifolia,236,north carolina,5333326,accepted,species,,bb75d848-80a3-4d21-ad73-2cb200e0a622,,,,
d7a68a12-f6b8-4ceb-9ef4-a101f671a0ac,,,preservedspecimen,,shortia galacifolia,pbru00040705,magnoliopsida,bru,65888b1e-0a64-4307-95a2-7bfbdb917590,,boynton,,,north america,,united states,usa,,,2019-08-29T21:58:22.988733+00:00,0.14492753623188406,,,,,,36071b725dbdefd731fc2245eeca59f23b95dc18,1889-03-00,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_country_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_class_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added""]",,shortia,,,,true,true,,,,,brown,,,plantae,,,,,,,,,,,"[""02b79d11-6ef4-45bd-817f-046db7f1d241""]",,,,,27f96cd7-3702-479f-8deb-124f2ea6dc0d,ericales,tracheophyta,"[""e5f57bb0-07ec-4405-90b6-dc89647a1cb5\\27f96cd7-3702-479f-8deb-124f2ea6dc0d"", ""e5f57bb0-07ec-4405-90b6-dc89647a1cb5\\1547363"", ""urn:uuid:a3dc00ce-96fb-4c4b-b4a2-d643c3c2b3a8""]",,e5f57bb0-07ec-4405-90b6-dc89647a1cb5,shortia galacifolia,galacifolia,,south carolina,5333326,accepted,species,,d7a68a12-f6b8-4ceb-9ef4-a101f671a0ac,,,,
cd742ae0-4453-4ea7-8b58-0cbfcafe17e8,,,preservedspecimen,,shortia galacifolia,1923806,magnoliopsida,botany,,,"a. e. prince, j. berley & o. cartwright",,,north america,,united states,usa,oconee,1944-03-18,2019-05-06T21:42:08.251442+00:00,0.2318840579710145,,,,,,8a19c94cd7dd8e7b91ff0455c831dbb6cf22e4eb,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_vernacularname_added"", ""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_taxonid_added"", ""idigbio_isocountrycode_added"", ""gbif_canonicalname_added"", ""dwc_phylum_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_order_replaced"", ""dwc_class_replaced""]",,shortia,,,,true,true,"plantae, dicotyledonae, diapensiales, diapensiaceae",,1.0,,us,http://biocol.org/urn:lsid:biocol.org:col:34871,,plantae,,,,,,,,,,,"[""c96dfa03-893c-4743-b0c3-97d996ea2f94""]",,,,,http://n2t.net/ark:/65665/3167de8b3-07d7-43c4-be60-3fa3f647892f,ericales,tracheophyta,"[""a6eee223-cf3b-4079-8bb2-b77dad8cae9d\\http://n2t.net/ark:/65665/3167de8b3-07d7-43c4-be60-3fa3f647892f""]",1378,a6eee223-cf3b-4079-8bb2-b77dad8cae9d,shortia galacifolia,galacifolia,78,south carolina,5333326,accepted,species,,cd742ae0-4453-4ea7-8b58-0cbfcafe17e8,18 mar 1944,,,
dcb0c23b-2d0b-47b6-b9b7-c0c59fb45a74,,,preservedspecimen,,shortia galacifolia,31234100396298,magnoliopsida,,0fdd3b88-7ca2-48ad-92e0-23e26acec000,,ross c. clark,,,north america,,united states,usa,patrick,1997-07-17,2019-07-14T01:20:30.829608+00:00,0.17391304347826086,,,,,,c1512d50cfb54f53a8146644633391a9fc78e87d,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,eky,,,plantae,,,,,,,,,,,,,,,,9273c938-93ec-4151-8539-0d2475000463,ericales,tracheophyta,"[""20360fae-574a-4d63-b9f6-47b1cc07fd22\\9273c938-93ec-4151-8539-0d2475000463"", ""urn:uuid:9273c938-93ec-4151-8539-0d2475000463"", ""20360fae-574a-4d63-b9f6-47b1cc07fd22\\urn:uuid:9273c938-93ec-4151-8539-0d2475000463"", ""20360fae-574a-4d63-b9f6-47b1cc07fd22\\5490057""]",,20360fae-574a-4d63-b9f6-47b1cc07fd22,shortia galacifolia,galacifolia,198,virginia,5333326,accepted,species,,dcb0c23b-2d0b-47b6-b9b7-c0c59fb45a74,,,,
5d29f43f-70c7-48ba-ac9a-cfa998772888,,,preservedspecimen,,shortia galacifolia,wcuh0010451,magnoliopsida,,daf7f698-000a-4721-8e61-df3ef5577497,,,,,north america,,united states,usa,mcdowell,,2018-07-13T11:48:51.666830+00:00,0.14492753623188406,,,,,,7bdce6be5af52ed0c1f3485bd13bd35bcfd8b236,,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonid_replaced"", ""dwc_taxonrank_replaced"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""dwc_phylum_replaced"", ""gbif_canonicalname_added"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,brevistyla,wcuh,,,plantae,,,,,,,,,,,,,,,,23caf92f-9c64-4bc7-a887-2babeccbfc95,ericales,tracheophyta,"[""570dcca6-a84f-43aa-8053-1a2ac60d9ead\\23caf92f-9c64-4bc7-a887-2babeccbfc95"", ""urn:uuid:23caf92f-9c64-4bc7-a887-2babeccbfc95"", ""570dcca6-a84f-43aa-8053-1a2ac60d9ead\\6823995""]",,570dcca6-a84f-43aa-8053-1a2ac60d9ead,shortia galacifolia var. brevistyla,galacifolia,,north carolina,5333326,accepted,species,,5d29f43f-70c7-48ba-ac9a-cfa998772888,,,,
0b2011b8-af76-4a53-a30e-83868880058b,,,preservedspecimen,,shortia galacifolia,ncu00042381,magnoliopsida,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,"powell, robert",,,north america,,united states,usa,oconee,1967-06-27,2018-04-12T15:05:30.284524+00:00,0.17391304347826086,,,,,,423f23cf1d6386f922e6572320ae9ce35b04e291,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,ncu,,,plantae,,,,,,,,,,,,,,,,483a7a35-cb53-4b6c-bc5f-64aaed39c03e,ericales,tracheophyta,"[""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\16996427"", ""urn:uuid:483a7a35-cb53-4b6c-bc5f-64aaed39c03e"", ""4e3043a6-d48a-4a35-b5fb-f67d50cbc158\\483a7a35-cb53-4b6c-bc5f-64aaed39c03e""]",,4e3043a6-d48a-4a35-b5fb-f67d50cbc158,shortia galacifolia,galacifolia,178,south carolina,5333326,accepted,species,,0b2011b8-af76-4a53-a30e-83868880058b,,,,
15391053-7f97-495c-bcd7-7398cab1b7c5,,,preservedspecimen,,shortia galacifolia,clems0042943,magnoliopsida,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,e. g. young,,,north america,,united states,usa,pickens,1986-07-28,2018-07-27T09:33:24.407508+00:00,0.17391304347826086,,,,,,566373607bbcc416e84ccf25a82982365e8293fd,,diapensiaceae,,"[""dwc_taxonrank_added"", ""gbif_reference_added"", ""dwc_taxonid_replaced"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_scientificnameauthorship_replaced"", ""dwc_datasetid_added"", ""idigbio_isocountrycode_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_taxon_corrected"", ""dwc_phylum_replaced"", ""dwc_continent_added"", ""dwc_parentnameusageid_added"", ""dwc_class_added""]",,shortia,,,,false,false,,,,,clems,,,plantae,,,,,,,,,,,,,,,,e6e500d3-5c28-4fe1-8f18-a2f940f2c130,ericales,tracheophyta,"[""264c48ec-8636-451f-a7e0-74131bc6f84c\\e6e500d3-5c28-4fe1-8f18-a2f940f2c130"", ""urn:uuid:e6e500d3-5c28-4fe1-8f18-a2f940f2c130"", ""264c48ec-8636-451f-a7e0-74131bc6f84c\\16249233""]",,264c48ec-8636-451f-a7e0-74131bc6f84c,shortia galacifolia,galacifolia,209,south carolina,5333326,accepted,species,,15391053-7f97-495c-bcd7-7398cab1b7c5,,,,
1b921dab-e529-44d3-b3df-8327b3358e7f,,,preservedspecimen,,shortia galacifolia,03946836,magnoliopsida,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,,,,,,,,,,2019-07-13T20:58:43.146653+00:00,0.11594202898550725,,,,,,3c48a8f857f120418d81bd75ee8b2a8a39f32b9a,,diapensiaceae,,"[""gbif_reference_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""gbif_taxon_corrected"", ""dwc_scientificnameauthorship_replaced"", ""dwc_parentnameusageid_added"", ""dwc_phylum_replaced"", ""dwc_taxonid_added"", ""dwc_multimedia_added"", ""gbif_vernacularname_added"", ""gbif_canonicalname_added"", ""dwc_class_added"", ""taxon_match_failed""]",,shortia,,,,false,false,,,,,ny,http://biocol.org/urn:lsid:biocol.org:col:15556,,plantae,,,,,,,,,,,,,,,,dfca4d88-c430-4364-82f4-362307c26617,ericales,tracheophyta,"[""36d35b23-113e-4633-90ec-19d265a3b5f6\\dfca4d88-c430-4364-82f4-362307c26617""]",,36d35b23-113e-4633-90ec-19d265a3b5f6,shortia galacifolia torr. & a.gray,galacifolia,,,5333326,accepted,species,,1b921dab-e529-44d3-b3df-8327b3358e7f,,,,
01edad74-0892-4277-9ffd-c061eb19b611,,,preservedspecimen,,shortia galacifolia,barcode-01046763,magnoliopsida,a,urn:lsid:biocol.org:col:15406,,w. p. fang,,,asia,,china,chn,emei,1941-06-13T00:00:00+00:00,2019-09-22T23:27:09.934987+00:00,0.2608695652173913,,,,,,39bf8608a3a6a645d5d9c23d4c3cc442d0fdd4a3,1941-06-13,diapensiaceae,16930,"[""dwc_taxonrank_added"", ""dwc_multimedia_added"", ""gbif_reference_added"", ""gbif_canonicalname_added"", ""dwc_taxonomicstatus_added"", ""gbif_genericname_added"", ""dwc_datasetid_added"", ""dwc_scientificnameauthorship_replaced"", ""gbif_vernacularname_added"", ""dwc_parentnameusageid_added"", ""dwc_order_added"", ""idigbio_isocountrycode_added"", ""dwc_taxonid_added"", ""dwc_phylum_added"", ""gbif_taxon_corrected"", ""dwc_class_added"", ""dwc_kingdom_added""]",,shortia,,,,false,false,,,,,a,urn:lsid:biocol.org:col:15406,,plantae,,,,,,,mt. omei,,,,,,,,,28bc6e5b-802e-43ff-84db-7506f0358261,ericales,tracheophyta,"[""7450a9e3-ef95-4f9e-8260-09b498d2c5e6\\http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28bc6e5b-802e-43ff-84db-7506f0358261"", ""7450a9e3-ef95-4f9e-8260-09b498d2c5e6\\28bc6e5b-802e-43ff-84db-7506f0358261""]",16930,7450a9e3-ef95-4f9e-8260-09b498d2c5e6,berneuxia thibetica decaisne,galacifolia,164,sichuan,5333326,accepted,species,,01edad74-0892-4277-9ffd-c061eb19b611,,mt. omei,,
