coreid,aec:associatedTaxa,dc:rights,dcterms:accessRights,dcterms:bibliographicCitation,dcterms:language,dcterms:license,dcterms:modified,dcterms:references,dcterms:rights,dcterms:rightsHolder,dcterms:source,dcterms:type,dwc:Identification,dwc:MeasurementOrFact,dwc:ResourceRelationship,dwc:VerbatimEventDate,dwc:acceptedNameUsage,dwc:acceptedNameUsageID,dwc:accessRights,dwc:associatedMedia,dwc:associatedOccurrences,dwc:associatedOrganisms,dwc:associatedReferences,dwc:associatedSequences,dwc:associatedTaxa,dwc:basisOfRecord,dwc:bed,dwc:behavior,dwc:catalogNumber,dwc:class,dwc:classs,dwc:collectionCode,dwc:collectionID,dwc:continent,dwc:coordinatePrecision,dwc:coordinateUncertaintyInMeters,dwc:country,dwc:countryCode,dwc:county,dwc:dataGeneralizations,dwc:datasetID,dwc:datasetName,dwc:dateIdentified,dwc:day,dwc:decimalLatitude,dwc:decimalLongitude,dwc:disposition,dwc:dynamicProperties,dwc:earliestAgeOrLowestStage,dwc:earliestEonOrLowestEonothem,dwc:earliestEpochOrLowestSeries,dwc:earliestEraOrLowestErathem,dwc:earliestPeriodOrLowestSystem,dwc:endDayOfYear,dwc:establishmentMeans,dwc:eventDate,dwc:eventID,dwc:eventRemarks,dwc:eventTime,dwc:family,dwc:fieldNotes,dwc:fieldNumber,dwc:footprintSRS,dwc:footprintSpatialFit,dwc:footprintWKT,dwc:formation,dwc:genus,dwc:geodeticDatum,dwc:geologicalContextID,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:georeferenceSources,dwc:georeferenceVerificationStatus,dwc:georeferencedBy,dwc:georeferencedDate,dwc:group,dwc:habitat,dwc:higherClassification,dwc:higherGeography,dwc:higherGeographyID,dwc:highestBiostratigraphicZone,dwc:identificationID,dwc:identificationQualifier,dwc:identificationReferences,dwc:identificationRemarks,dwc:identificationVerificationStatus,dwc:identifiedBy,dwc:individualCount,dwc:informationWithheld,dwc:infraspecificEpithet,dwc:institutionCode,dwc:institutionID,dwc:island,dwc:islandGroup,dwc:kingdom,dwc:language,dwc:latestAgeOrHighestStage,dwc:latestEonOrHighestEonothem,dwc:latestEpochOrHighestSeries,dwc:latestEraOrHighestErathem,dwc:latestPeriodOrHighestSystem,dwc:lifeStage,dwc:lithostratigraphicTerms,dwc:locality,dwc:locationAccordingTo,dwc:locationID,dwc:locationRemarks,dwc:lowestBiostratigraphicZone,dwc:materialSampleID,dwc:maximumDepthInMeters,dwc:maximumElevationInMeters,dwc:member,dwc:minimumDepthInMeters,dwc:minimumElevationInMeters,dwc:modified,dwc:month,dwc:municipality,dwc:nameAccordingTo,dwc:namePublishedIn,dwc:namePublishedInID,dwc:namePublishedInYear,dwc:nomenclaturalCode,dwc:nomenclaturalStatus,dwc:occurrenceDetails,dwc:occurrenceID,dwc:occurrenceRemarks,dwc:occurrenceStatus,dwc:order,dwc:organismID,dwc:organismName,dwc:organismQuantity,dwc:organismQuantityType,dwc:organismRemarks,dwc:originalNameUsage,dwc:originalNameUsageID,dwc:otherCatalogNumbers,dwc:ownerInstitutionCode,dwc:parentNameUsage,dwc:phylum,dwc:pointRadiusSpatialFit,dwc:preparations,dwc:previousIdentifications,dwc:recordNumber,dwc:recordedBy,dwc:reproductiveCondition,dwc:rights,dwc:rightsHolder,dwc:sampleSizeValue,dwc:samplingEffort,dwc:samplingProtocol,dwc:scientificName,dwc:scientificNameAuthorship,dwc:scientificNameID,dwc:sex,dwc:specificEpithet,dwc:startDayOfYear,dwc:stateProvince,dwc:subgenus,dwc:taxonID,dwc:taxonRank,dwc:taxonRemarks,dwc:taxonomicStatus,dwc:typeStatus,dwc:verbatimCoordinateSystem,dwc:verbatimCoordinates,dwc:verbatimDepth,dwc:verbatimElevation,dwc:verbatimEventDate,dwc:verbatimLatitude,dwc:verbatimLocality,dwc:verbatimLongitude,dwc:verbatimSRS,dwc:verbatimTaxonRank,dwc:vernacularName,dwc:waterBody,dwc:year,gbif:Identifier,gbif:Reference,idigbio:recordId,symbiota:recordEnteredBy,symbiota:verbatimScientificName,zan:ChronometricDate
ffc3a992-5f0d-4142-87d5-36f08b34e374,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-12-23 09:03:29,http://sernecportal.org/portal/collections/individual/index.php?occid=13179318,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,13155,,,General Collection,7a60dbb2-41cf-44ce-83de-5cf6f5a942ae,,,,United States of America,,Rabun County,,,,,19,,,,,,,,,,,,1949-03-19,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,"Under Rhododendron, Kalmia, Pinus and deciduous trees in a patch about 8ft. long and 4ft. wide. On steep slopes of ravine along Reed Creek S of Glade Mt. in NE part of county.",,,,,,,,,,,,,,GEO,,,,Plantae,,,,,,,,,"Reed Creek, South of Glade Mountain",,,,,,,,,,,,3,,,,,,,,,24f0dd71-d4ef-4d8b-a707-5306c514b794,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,9083,Wilbur H. Duncan; Haskell Venard; G. W. McDowell,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,78,Georgia,,119980,,"native to Piedmont area; Endangered in Georgia, Special Concern, Endangered in North Carolina",,,,,,,,,,,,,,,1949,,,urn:uuid:3c14046f-0c34-4e1f-b7f1-a2aee2a88944,,,
7a940d5c-04eb-41b8-83e5-3675ce00ef1c,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-12-11 14:27:17,http://sernecportal.org/portal/collections/individual/index.php?occid=16996499,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,NCU00058058,,,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,,,United States,,McDowell,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",brevistyla,NCU,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d76abd63-0420-4bba-9163-b9e88317d975,,,Ericales,,,,,,,,579037,,,Magnoliophyta,,,,,"Wichmann, Brenda",,,,,,,Shortia galacifolia var. brevistyla,Davies,,,galacifolia,,North Carolina,,124359,var.,,,,,,,,,,,,,,,,2005,,,urn:uuid:d76abd63-0420-4bba-9163-b9e88317d975,,,
834f6989-d144-4610-9fc5-c2ac718139a2,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631639,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259191,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,United States,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be553c23-6177-4ffb-84fa-771665f21838,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:be553c23-6177-4ffb-84fa-771665f21838,"Kerwien, L.",,
1629a68c-857e-47bf-a00f-69797c70377f,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249247,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042913,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Pickens,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,LayLa Waldrop,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, habitat",,CLEMS,,,,Plantae,,,,,,,flowering,,,,,,,,,,,,,,,,,,,,,,,12d7b3cc-4f22-4e47-a948-256c1ae68d65,,,Ericales,,,,,,,,83318,,,Magnoliophyta,,,,,LayLa Waldrop,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1998,,,urn:uuid:12d7b3cc-4f22-4e47-a948-256c1ae68d65,ddamrel,,
bc676c73-4a86-444d-beab-ea24e685b84f,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249267,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042918,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,D. B. Rosenkrans,,"field values redacted: eventDate, month, day, startDayOfYear, locality",,CLEMS,,,,Plantae,,,,,,,mature,,,,,,,,,,,,,,,,,,,,,,,8ef673a7-b184-4fe3-8efb-cd2499f78e54,,,Ericales,,,,,,,,16152,,,Magnoliophyta,,,,,D. B. Rosenkrans,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1927,,,urn:uuid:8ef673a7-b184-4fe3-8efb-cd2499f78e54,ddamrel,,
2c818a19-a372-46f7-b44d-6f24e7adf94f,,,https://huh.harvard.edu/access-digital-reproductions-works-public-domain,,en,https://huh.harvard.edu/pages/use,2011-10-27 14:28:24.0,http://data.huh.harvard.edu/ae2b321f-bde9-421d-95c5-9ada16046007/image,,President and Fellows of Harvard College,,http://purl.org/dc/dcmitype/PhysicalObject,"[{""dwc:genus"": ""Campylopus"", ""dwc:specificEpithet"": ""laevis"", ""dwc:typeStatus"": ""Holotype"", ""coreid"": ""ae2b321f-bde9-421d-95c5-9ada16046007"", ""dwc:scientificNameAuthorship"": ""Torrey & A. Gray"", ""dwc:dateIdentified"": ""2011"", ""dwc:taxonRank"": ""Species"", ""dwc:scientificName"": ""Shortia galacifolia Torrey & A. Gray"", ""dwc:family"": ""Dicranaceae""}, {""dwc:identifiedBy"": ""[A. Gray (scripsit), W. T. Kittredge, 2011]"", ""dwc:genus"": ""Campylopus"", ""dwc:specificEpithet"": ""laevis"", ""coreid"": ""ae2b321f-bde9-421d-95c5-9ada16046007"", ""dwc:scientificNameAuthorship"": ""Torrey & A. Gray"", ""dwc:taxonRank"": ""Species"", ""dwc:scientificName"": ""Shortia galacifolia Torrey & A. Gray"", ""dwc:family"": ""Dicranaceae""}]",,"[{""coreid"": ""ae2b321f-bde9-421d-95c5-9ada16046007"", ""dwc:relatedResourceID"": ""http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ae2b321f-bde9-421d-95c5-9ada16046007"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,[see Simple Media extension],,,,,,PreservedSpecimen,,,barcode-00057718,,,GH,urn:lsid:biocol.org:col:15631,North America,,,United States of America,US,,,,Harvard University Herbaria: All Records,2011,,,,in collection,"{""huh_taxonomic_group"": ""FungiLichens"", ""huh_project_id"": null, ""huh_project_name"": null}",,,,,,,,,,,,Diatrypaceae,,,,,,,Diatrype,,,,,,,,,,,,North America;United States of America;South Carolina;,,,,,,,,,,,,GH,urn:lsid:biocol.org:col:15631,,,,,,,,,,,,"""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011]",,,,,,,,,,,,,,,,,,,,,ae2b321f-bde9-421d-95c5-9ada16046007,,present,,,,,,,,,,,,,,Sheet,,,A. Michaux,NotDetermined,,,,,,Shortia galacifolia Torrey & A. Gray,Torrey & A. Gray,,undetermined,platystoma,,South Carolina,,,,,,Holotype,,,,,,,"""Hautes Montagnes de Carolinie."" [A. Gray (scripsit) W. T. Kittredge, 2011]",,,,,,,,,,,,
78273178-e200-49bc-ad38-1d2c69a4d98c,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-12-11 14:24:33,http://sernecportal.org/portal/collections/individual/index.php?occid=16996414,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,NCU00042357,,,,17f2d0fa-39a6-4465-8055-1d6fc12eeda2,,,,United States,,McDowell,,,,,17,,,,,,,,,,,,1942-07-17,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,NCU,,,,Plantae,,,,,,,,,"Found at the Fish Hatchery Branch about 1 1/2 mi. above Hatchery. It is very abundant on both banks for about 1/2 mi. and sometimes solid for 20x12 ft. To be sure to find this go to Fish Hatchery ang go up F.H. Branch (creek) for perhaps 1/2 mile and come to a valley pasture through which the branch runs. A saw mill was located here. There is now a pile of saw dust. Where the branch enters the open pasture from the woods, the Shortia begins and as far up as we went, about 1/4 mi., was in great abundance.",,,,,,,,,,,,7,,,,,,,,,22bdd14d-8bac-4455-8620-e47e146e8f7e,,,Ericales,,,,,,,,66699,,,Magnoliophyta,,,,s.n.,"Coker, William",,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,198,North Carolina,,119980,,,,,,,,,,,,,,,,,1942,,,urn:uuid:22bdd14d-8bac-4455-8620-e47e146e8f7e,,,
850a26de-d2b8-4408-af1a-e0dfb391449e,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2016-05-30 20:59:42,http://www.sernecportal.org/portal/collections/individual/index.php?occid=9671693,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,31234100396280,,,,0fdd3b88-7ca2-48ad-92e0-23e26acec000,,,,United States,,Powell,,,,,17,,,,,,,,,,,,1999-05-17,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,Upland woods to ravines,,,,,,,,,,,,,,EKY,,,,Plantae,,,,,,,,,"Fuller Tract, upland woods to ravines.",,,,,,,,,,,,5,Natural Bridge State Resort Park,,,,,,,,9dfb83bf-8a92-45b7-97c1-e5ee8b54982a,Persistent in ravine after transplant from the Carolinas,,Ericales,,,,,,,,EKY67732,,,Magnoliophyta,,,,9186,R.L. Jones,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,137,Kentucky,,119980,,,,,,,,,17 May 1999,,,,,,,,1999,,,urn:uuid:9dfb83bf-8a92-45b7-97c1-e5ee8b54982a,ctandries,,
0b177f92-6289-4ecd-926c-cf000a673f0d,,http://creativecommons.org/publicdomain/zero/1.0/,,,,,2018-03-26 13:07:03,http://sernecportal.org/portal/collections/individual/index.php?occid=17626328,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,ECUH0005390,,,,c31f7b34-ad1c-4b15-828e-b44954d2f567,,,,United States,,Macon,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,ECUH,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3156435-dfa9-4e36-a4a8-bff074d52d05,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,North Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:d3156435-dfa9-4e36-a4a8-bff074d52d05,preprocessed,,
4e7e8c54-20f7-4709-8196-649ccbf4386d,,http://creativecommons.org/publicdomain/zero/1.0/,,,en,,2017-05-21 05:17:05,http://sernecportal.org/portal/collections/individual/index.php?occid=14305064,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,TENN-V-0170860,,,,565b6f19-288f-4614-a4c9-b09448e96547,,,,United States,,McDowell,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,brevistyla,TENN,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df631105-b842-4848-8dc1-6b9d73837735,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia var. brevistyla,Davies,,,galacifolia,,North Carolina,,124359,var.,,,,,,,,,,,,,,,,,,,urn:uuid:df631105-b842-4848-8dc1-6b9d73837735,AKrakowiak,,
c7fee786-f8a8-4bca-b5c1-68a8cd6eb9aa,,,,,en,,,,,,,PhysicalObject,,,"[{""coreid"": ""A59FF275-A57F-431C-9E07-B0C923C49057"", ""dwc:relatedResourceID"": ""urn:catalog:USF:Herb:81987"", ""dwc:relationshipOfResource"": ""sameAs""}]",,,,,,,,,,,PreservedSpecimen,,,81987,,,Herb,,,,,USA,,Oconee Co.,,,,,23,,,,,,,,,,,,1967-03-23,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,E facing shaded stream bank in rich hardwoods.,Plantae | Dicots | Diapensiaceae,USA | South Carolina | Oconee Co.,,,231891,,,,,,,,,USF,urn:lsid:biocol.org:col:15638,,,Plantae,,,,,,,,,,,,,,,,,,,,,3,,,,,,ICN,,,A59FF275-A57F-431C-9E07-B0C923C49057,,,,,,,,,,,,,,Dicots,,,,,"R. W. Powell, Jr.",Flower,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,,species,,,,,,,,,,,,,,,,1967,,,,,,
263a6729-06fd-43ac-bb52-275b62ba7229,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631646,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259198,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dae01520-fa52-43c6-8358-a39749030613,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:dae01520-fa52-43c6-8358-a39749030613,"Kerwien, L.",,
b93f676f-a3e9-45d0-b877-e74a1bdef186,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631648,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259200,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54e5413c-d393-43a9-82f0-dc8dd1e0ef8c,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:54e5413c-d393-43a9-82f0-dc8dd1e0ef8c,"Kerwien, L.",,
18b9d374-3615-4af7-a7a4-86b2a3cf1297,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249259,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042924,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,"John E. Fairey, III",,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,CLEMS,,,,Plantae,,,,,,,mature,,,,,,,,,,,,,,,,,,,,,,,cb00d6b6-9c43-4250-b99a-647603ddf12c,,,Ericales,,,,,,,,16147,,,Magnoliophyta,,,,,"John E. Fairey, III",,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1969,,,urn:uuid:cb00d6b6-9c43-4250-b99a-647603ddf12c,ddamrel,,
1f4099d9-02e6-4c0f-8583-bd1a462281c1,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-12-21 09:18:05,http://sernecportal.org/portal/collections/individual/index.php?occid=17082706,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,GA202492,,,,urn:lsid:biocol.org:col:15610,,,,United States,,Clay County,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,GA,,,,Plantae,,,,,,,,,"Clay County, NC",,,,,,,,,,,,,,,,,,,,,b979be08-2a30-4d5a-82b6-03edd4ec994e,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,North Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:00396227-e651-4ac9-97cd-cae72820d153,,,
157b5f7c-1e67-4d39-9934-cddf457bb423,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249243,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042934,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Pickens,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,W. A. Jones,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,CLEMS,,,,Plantae,,,,,,,mature,,,,,,,,,,,,,,,,,,,,,,,27542e74-434d-4375-afc2-22d9f0988f1d,,,Ericales,,,,,,,,26910,,,Magnoliophyta,,,,,W. A. Jones,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1978,,,urn:uuid:27542e74-434d-4375-afc2-22d9f0988f1d,ddamrel,,
bc0387b3-2ec9-4c2c-8610-50a2afc818bb,,http://creativecommons.org/licenses/by-nc/3.0/,,,,,2017-11-01 15:50:10,http://nansh.org/portal/collections/individual/index.php?occid=16631654,,University of Vermont,,,,,,,,,,,,,,,,PreservedSpecimen,,,UVMVT259206,,,,58ab88f3-0034-461c-9c44-9e525c4d360f,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,VT,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200ca8b2-35a2-476d-a497-636ac29e6552,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia,,,,,,,,101139,,,,,,,,,,,,,,,,,,,,urn:uuid:200ca8b2-35a2-476d-a497-636ac29e6552,"Kerwien, L.",,
496dc35a-7105-44be-8c63-7b3932430500,,http://creativecommons.org/publicdomain/zero/1.0/,,,en,,2017-05-21 05:17:05,http://sernecportal.org/portal/collections/individual/index.php?occid=14305067,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,TENN-V-0170863,,,,565b6f19-288f-4614-a4c9-b09448e96547,,,,United States,,Oconee,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,,,,,TENN,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86662bb5-5786-4702-bd84-8a8e272dcddd,,,Ericales,,,,,,,,,,,Magnoliophyta,,,,,,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,,,,urn:uuid:86662bb5-5786-4702-bd84-8a8e272dcddd,AKrakowiak,,
f7277266-1dea-4e92-8790-9686820da8dd,,,,,,,2012-02-06T00:00-0500,,This work is licensed under a Creative Commons CCZero 1.0 License http://i.creativecommons.org/l/by-nc-sa/4.0/88x31.png,,,,,,,,,,,,,,,,,Preserved Specimen,,,CONN00108027,,,CONN,,,,5000,USA,US,Tolland County,,134063,,,20,41.80833,-72.24944,,,,,,,,,,1942-04-20,,,,Diapensiaceae,,,,,,,Shortia,,,,,no date. USGS Geographic Names Information System (GNIS). U. S. Geological Survey.,,,,,,Plantae; Dicotyledonae; Diapensiales; Diapensiaceae,USA; Connecticut; Tolland County; Mansfield,,,,,,,,,,,,UConn,,,,Dicotyledonae,,,,,,,,,Storrs,seconds added from gazetteer,,,,,,187,,,187,,4,Mansfield,,,,,,,,urn:catalog:UConn:CONN:CONN00108027,Cultivated,,Diapensiales,,,,,,,,,,,,,,Shortia galacifolia Torr. & A.Gray,,H. O. Perkins,,,,,,,Shortia galacifolia Torr. & A.Gray,,,,galacifolia,,Connecticut,,,,,,,,,,614 FT,20-Apr-42,"41°48' 30"" N",,"72°14' 58"" W",,,,,1942,,,,,,
e408a9b7-9c68-420b-961c-bb80ccc7c80f,,,,,,,,,,,,,,,,,,,,http://medialib.naturalis.nl/file/id/U.1292047/format/large,,,,,,PreservedSpecimen,,,,Magnoliopsidae,,Botany,,America,,,United States of America,,,,,,,,,,,,,,,,,,,1944/03/18,,,,Diapensiaceae,,,,,,,Shortia,WGS84,,,,,,,,,,Plantae|Magnoliopsidae|Ericales|Diapensiaceae,,,,,,,,,,,,,,,,,Plantae,,,,,,,,,"Grayanae, shady banks under Rhododendron and Kalmia, by White water river, above Jocassee, Oconee County, South Carolina.",,,,,,,,,,,,,,,,,,ICN,,,http://data.biodiversitydata.nl/naturalis/specimen/U.1292047,,,Ericales,,,,,,,,,,,,,,,,Prince AE; Berly JA; Cartwright OL,,,,,,,Shortia galacifolia Torr. & A.Gray,Torr. & A.Gray,,,galacifolia,,,,,species,,,,,,,,1944/03/18,,,,,species,,,,,,,,,
17947776-eb9d-42e5-b3e5-633ad7c9e149,,http://creativecommons.org/licenses/by-nc/3.0/,,,en,,2013-05-17 15:59:38,http://sernecportal.org/portal/collections/individual/index.php?occid=16249238,,,,,,,,,,,,,,,,,,PreservedSpecimen,,,CLEMS0042938,,,,81b5c57b-5f26-423f-93b6-d4dc434fe707,,,,United States,,Pickens,,,,,,,,,,,,,,,,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,,,,,,,,,,John D. Tobe,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality",,CLEMS,,,,Plantae,,,,,,,mature,,,,,,,,,,,,,,,,,,,,,,,7e5b9385-8a81-4977-a85f-bc0c2794295a,,,Ericales,,,,,,,,10601,,,Magnoliophyta,,,,,John D. Tobe,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,,South Carolina,,119980,,,,,,,,,,,,,,,,,1985,,,urn:uuid:7e5b9385-8a81-4977-a85f-bc0c2794295a,ddamrel,,
6db3b417-392a-4519-8a07-61d8f9c347d0,,,,,,,,,,,,PhysicalObject,,,,,,,,13293020,,,,,,PreservedSpecimen,,,2235494,Dicotyledonae,,Botany,,North America,,,United States,,Oconee,,,NMNH Extant Biology,,9,,,,,,,,,,68,,,,,,Diapensiaceae,,,,,,,Shortia,,,,,,,,,,,"Plantae, Dicotyledonae, Diapensiales, Diapensiaceae","North America, United States, South Carolina, Oconee",,,,,,,,,1,,,US,http://biocol.org/urn:lsid:biocol.org:col:34871,,,Plantae,,,,,,,Flowering,,,,,,,,,,,,,,3,,,,,,,,,http://n2t.net/ark:/65665/3e0d071b8-3c2e-427d-b1d0-9170a5b9dab5,,,Diapensiales,,,,,,,,,,,,,,,s.n.,C. Darling,,,,,,,Shortia galacifolia,Torr. & A. Gray,,,galacifolia,68,South Carolina,,,,,,,,,,,09 Mar 1957,,,,,,,,1957,,,,,,
