"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"8b050e4d-10d5-455e-aba2-353005a4cf9a","03b7474b-1008-47f6-abea-b9360a3bd7cf","etsu030441","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1992-07-20","1992","7","20","jamey donaldson","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"8b218fed-9916-4018-9948-4cae1d7eb03a","e21b320b-e4fd-4837-8d39-682eb20c3f9b","rsa0508043","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1976-07-03","1976","7","3","t. reeves","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"8b2ffd13-54cf-48d1-ade9-12d95dffca7e","7797dbde-6b85-4224-b5c6-551ee3a6af6f","11372","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1891-06-22","1891","6","22","j.k. small & a.a. heller","781fd581-7b93-471e-a025-413e4bcd8491"
"8b47664f-a8fe-43d6-afd2-ceb7fb585bba","5b0326d4-ff6d-11e2-9beb-001c23ce290f","usch0025720","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1999-09-30","1999","9","30","pittman, albert; darr, ann","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"8b5d5fe1-e13c-4018-95b8-c38b279c4dea","b6698070-bddd-4b28-a296-2b408d436e10","ncu00080576","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"holmes, john simcox","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"8b70e592-7f40-4142-944b-09f9d0ac4feb","urn:uuid:e8f69c55-9964-424d-b065-fb472aac4fde","000105467","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"ddef79ec-043c-4027-9876-c4a298feff6d"
"8b809787-222c-4136-8c60-553942963743","26e4af09-3c8b-4787-885c-4d4ca337ecdb",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2000",NA,NA,"mary ann feist, rick phillippe, and dan busemeyer","f0174bc9-0cca-450e-a941-655d80040139"
"8bc41897-b002-49ef-ad60-8f0b49f1643c","25a8aeff-6fe2-4634-bef5-e1ed6912eb67","wcuh0010415","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"8bd04bcf-9426-4c88-bf75-6b02cfecac66","1c445f7f-194e-4697-8b77-d85961d6166e","clems0042857","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c"
"8bf96ddc-2f29-4fd5-862f-5725ab82d6d3","5f53320e-ca7d-4cbc-8973-113d63aae2ca","vpi-v-0059507","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"8c3bfd17-a929-41d4-90a4-0958376edd6a","5b0345f6-ff6d-11e2-9beb-001c23ce290f","usch0025712","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1980-02-14","1980","2","14","rayner, douglas","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"8c5904bd-6696-4ac0-8a8b-7b279b835091","8745e594-a59b-4bc3-9d30-4afa1b2325a0","dov0087153","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1994",NA,NA,"charles n. horn; steven hill","910eadc8-8131-428c-b28a-91d0e2890f1d"
"8c65e229-e27c-4061-958d-3bf58378c9b3","89fea7af-40a0-4f41-9258-34c0cd453125","wcuh0010433","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"8c806334-4bd4-47fd-a713-dccf01c5ac07","52bf19fb-386c-4a39-8502-fcbad4b25d78","ga202461","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8c9a47c0-bc64-4167-ae2b-e02f0246f58b","97837288-3cb5-4b98-a260-db0b96ca7b24","vpi-v-0059491","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"8cb29142-19cc-439d-9886-1a9d6b8d9c46","105838e3-13ef-48c7-ba31-cbd2fc3e0715","ga202446","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8cdb5d9a-dcd7-45ac-99b8-e5aeea178b81","45798898-27a5-11e3-8d47-005056be0003","lsu00085811","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1978-04-29","1978","4","29","garrie p. landry; r. dale thomas; kathleen good","4523e216-ee13-4b15-a3f7-a6fd56431604"
"8d2120a8-dee0-4164-97a7-6b8c793f2b88","http://n2t.net/ark:/65665/3bc4ee512-41d2-4b2c-bee6-6c2a1d6b440e","us 1384355","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1881-03-29/1881-08-13","1881","3","29","j. donnell smith","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"8d6b21ef-28eb-4b4f-8244-7ffd543459cc","http://n2t.net/ark:/65665/3061258db-3119-4720-9216-3570a0dee6e1","us 2422375","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1961-05-08","1961","5","8","e. e. terrell & a. s. barclay","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"8d7095ea-0fcd-460c-a02c-68d84c261c6f","88b4fc18-2378-4a7a-ac44-dfa31d86cdc0","ga059200","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1946-06-15","1946","6","15","duncan, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"8d8c34aa-ee26-4dc6-8216-6783f247e366","f10ef3d2-c822-46ad-936b-a3fde1f15bb6","etsu015783","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1972-05-05","1972","5","5","louise howard","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"8dcc562b-baa3-4ba6-952d-b97c501bb5a6","3c2a4a41-046f-4dc1-8ad0-baa572fa65ab","ncu00332618","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1935-07-07","1935","7","7","sims, v. w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"8e1d692d-b2db-479f-b3d5-06d760b8a88d","591e8688-ff6d-11e2-9beb-001c23ce290f","usch0025713","diapensiaceae","galax","galax urceolata","united states","south carolina",-80.5432,33.8017,"2005-10-15","2005","10","15","john byron nelson","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"8e219587-e189-48cc-8a68-694f6dea0e16","bc1dce2e-8a78-4881-8c74-1b891145f738","263099","diapensiaceae","galax","galax urceolata","united states","north carolina",-81.46415,36.4027,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"8e435e75-25b7-411b-b1e1-a252dc0c45a1","27e8b6fb-b687-471f-92b4-4006ad24b24f","duke10095580","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"8e8583a3-37b6-4679-b538-fc0859e9d2d7","5bc02af3-6e49-4114-a004-c35fe1181fc6","uncc_00834","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"8e88df94-94d1-49c0-9d08-8faf039ca9cd","5b033dcc-ff6d-11e2-9beb-001c23ce290f","usch0025726","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1987-03-17","1987","3","17","john byron nelson","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"8e9888bb-69db-4f41-a92b-2c63c98f5709","5c3fc94e-5caf-43aa-981a-dd5d5088f485","nlu0134061","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"8eb15844-5ebb-435a-a93f-f729aaf449d6","http://n2t.net/ark:/65665/3dd1cd188-7c93-43b6-ab51-8c5d8dc1717b","us 681558","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1876-08","1876","8",NA,"ex herb. w.m. canby","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"8f9ed7c3-0cc3-4325-9762-e7ab9e98b4b4","b7160124-15ad-45e6-b204-e2ae10add2c3","wcuh0031419","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"904933da-e8a7-4360-965d-e4e71f5e3650","43016bd6-e2fe-4ac1-99d1-8e2b9b6d409f","odu00020347","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"2003",NA,NA,"j. bolin","0038ce2e-43bb-4f70-8dd6-dca34efd3fca"
"90700310-469c-41d4-96bb-0f5604910f46","ffd121a8-ea6e-4b89-89ab-d84db2f38dc6","v0259433wis","diapensiaceae","galax","galax urceolata","united states","wisconsin",-89.9039343,43.36763142,"2008-06","2008","6","0","bott, rick; bott, deborah","9e5aede6-bee5-4a3d-a255-513771b20035"
"90b6cc9d-2b75-4485-91f8-8aa8c80e9357","910b5236-b82c-4ad0-a191-1592fc4ffa90","wcuh0010428","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"9144d430-d302-445f-8a74-35edf28c3620","68672946-0837-415d-96c2-b610edcbac4f","ncu00332627","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1966",NA,NA,"ramsey, gwynn w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"914d0902-db68-4865-8984-26ef886817e3","edda25c3-e3f8-4dcb-8817-dd0dbcac71c6","wcuh0010436","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1969",NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"924ecc2b-338c-433e-a486-d2b7914d2497","13e0b95c-190f-4ce4-a340-7fe623a7e509","rsa0508041","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1925-07-10/1925-07-12","1925","7","10","p. a. rydberg","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"925c0c38-a560-421d-95a2-7289054f4779","0a65fd13-a169-4259-b2cc-91cdcd0c9292","ncu00326380","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"92709958-e4cd-46ce-9f9c-23fdd4b8f0e4","1a005d04-7dd1-4afb-bdd2-48713b18770f","muhw041984","diapensiaceae","galax","galax urceolata","united states","west virginia",-81,37,"2021-09-11","2021","9","11","kevin campbell","8f689b8b-5b65-4638-9555-f2a5d237a624"
"92aa6c26-369f-403e-908a-76cc9c7c0562","ba0cf633-1c9e-4db1-bf8f-f7d1dafab2d5","ksp032245","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1949",NA,NA,"t.m. sperry","664bd710-8791-4dba-a3b6-000a1b140951"
"92d0fef7-0deb-4465-8441-46a682be414c","2ae4f1d7-25a8-475e-ae36-72deffa4d5b2","ncu00080583","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1974",NA,NA,"boufford, david e.; schram lynn a.; wickland, diane e.; wood, emily w.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"92f59e57-ec04-409e-934a-3433790b73e6","1d11ffe0-fd73-4937-b1b6-37e65e667dd7","duke10095603","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"9301b1ae-0658-4f01-a5a8-5d7677908150","222ccd36-3536-483c-9bc0-6857d3181e7b","rsa0508045","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1955-08-05","1955","8","5","peggy-ann kessler","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"935b3a55-94d4-43e9-9b6e-1bb6a3a0418e","dec05809-1187-4126-a1a7-dcae2d5fbc4a","gas017509","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1966-06-04","1966","6","4","montgomery, florence","98ece30d-bf85-4122-b872-7786031b457f"
"9364f6fa-f2b4-499d-aba9-76ea1a3a315b","0ed8b8be-d7ee-4911-a765-a3639a400fd5","79777","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"2013",NA,NA,"baldwin, patrick b","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"9368ce29-8ed7-4cd7-abc8-c6c9ec2da645","04fab680-1eb2-4a42-a373-fb7dd8532ff8","ga059152","diapensiaceae","galax","galax urceolata","united states","georgia",-84.165156,34.230562,"1947-05-30","1947","5","30","venard; mcdowell","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"93b723bf-960c-4c9a-88d5-b4b17f5a7805","69dded1c-d451-4708-91be-3be112af5060","uncc_28294","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"93c348c8-ab27-4abb-896a-42681f639642","cd2cc701-8e1c-4171-9297-ced16aeb1d94","etsu007224","diapensiaceae","galax","galax urceolata","united states","tennessee",-82.56565,36.07772,"2009-05-12","2009","5","12","frosty levy; jamey donaldson, tim mcdowell","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"9405e344-d80b-4021-a889-8a7f0eb2f725","04050254-e9ee-4f70-b4c9-d38d17c1443f","ga059148","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1928-10-29","1928","10","29","reade, j","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"94278058-faf6-4ecb-b91f-54da5447a50e","3237a698-20e3-4180-a22d-65d1b167fc30","ncu00332601","diapensiaceae","galax","galax urceolata","united states","georgia",-85.388699,34.922852,"1948-06-02","1948","6","2","mcvaugh, rogers","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"94b008ba-e8bb-4380-9ff4-6a748c001357","a33c0c64-dfcc-41da-9ad4-b30c60c8d20d","uncc_28295","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1959",NA,NA,"daggy, tom","e34cf41b-196c-4199-85d5-4d2ca5954b09"
"950c8373-fbc0-428c-97b3-347abe86521f","5e7cb1fc-4265-4279-892f-e93d641da15b","vpi-v-0060076","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"951afe38-da83-46fb-aef0-30d881142e30","6308ffb0-4cdf-423b-9804-b526f78a5092","ncu00332631","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1966",NA,NA,"harvill, alton m., jr.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"95461a4e-a207-44ef-9662-43ef1f223240","e048a610-35b6-4463-b45d-b71faabc9b37","4135","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1938-10-30","1938","10","30","don e. eyles","042dbdba-a449-4291-8777-577a5a4045de"
"958287f8-12d6-47d7-84d0-10aac5153ac7","de9a4b8b-191f-429a-ab5d-87b18d542300","263096","diapensiaceae","galax","galax urceolata","united states","north carolina",-80.26053,36.39378,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"9598111c-62c5-42c2-9fb0-b19ac1c1186c","e32df7f6-757f-4904-b876-605f8ec4d484","ncu00331943","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1947",NA,NA,"radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"965c8e09-4f96-4964-8cb7-5ca4f3c256f1","http://n2t.net/ark:/65665/3678ba3d6-0094-47e7-8fe3-53495f920e13","us 1789817","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1940-07-02","1940","7","2","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"96e2a2d1-e611-40c3-81a0-ca94b95caf38","fe488214-4aa1-45a4-b899-514c93ce5315","uncc_28293","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"96e365b1-795c-4465-8432-33b5df8e6991","2e05706c-b654-48fb-b313-74fd491f57b3","ncu00332611","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1966-05-14","1966","5","14","faircloth, wayne r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"96f815db-eb71-4046-b9f2-37fdd97389d9","1583dbd1-7f2a-4d1e-b8b0-77cc4a9abcaf","rsa0508051","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1954-06-21","1954","6","21","f. h. sargent","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"97115dcd-f7fd-43ff-b9e5-94f4581549e2","321e2a95-1a7c-4c30-b3d1-be3b6d851e44","ga202457","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"97133645-63f8-4af1-af10-044022ad0e4f","c4145168-536e-42fe-80b9-fa7e3ca80c2f","ncu00332001","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1950",NA,NA,"totten, h. r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"971ad91e-3a55-4887-a677-3701f4d3a478","5e09137a-ff6d-11e2-9beb-001c23ce290f","usch0025742","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1965-05-03","1965","5","3","martin, jr., james","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"97fc83c1-cd46-488a-a7be-cc931dd31714","fc1a884d-d424-4701-8d1a-2dbd71c5f62f","ga059174","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1955-03-26","1955","3","26","duncan, w","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"980e655a-12f5-461c-abed-af1b42c61ef0","8f4108a8-60ae-42b5-8367-3057684ce81d","ncu00331996","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1932",NA,NA,"ripper, e. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"984587f6-8f07-4ca0-a151-b33c5cae0d87","d4f5189d-873d-457a-80cf-5da84ef6152f","cm149908","diapensiaceae","galax","galax urceolata","united states","tennessee",-83.580444,35.653703,"1923-05-28","1923","5","28","bright, j.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"9899d694-2f84-434d-b672-8788df4c165f","9b56b361-3374-4c05-adb6-53358d7076e0","8120","diapensiaceae","galax","galax urceolata","united states","georgia",-84.71053,34.764504,"1948-08-17","1948","8","17","robert f. thorne; w. c. muenscher","042dbdba-a449-4291-8777-577a5a4045de"
"98b26538-b6c4-4b6a-88b8-eaad8799136e","38527f0f-88f0-4bae-a19d-6638ac242809","ncu00332632","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1966",NA,NA,"harvill, alton m., jr.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"98fd115c-47de-4a09-bc54-24eebf77520c","5b65e477-f7db-48c6-a613-992373610be3","ncu00332613","diapensiaceae","galax","galax urceolata","united states","tennessee",-83.45269,35.655722,"1936-06-15","1936","6","15","stewart radford, laurie m.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9912539f-628e-4ed6-a9b5-47a12618d023","ecc5bda5-93f7-4296-9b96-b430eb315834","ga059188","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1938-05-15","1938","5","15","pyron, j; mcvaugh, r","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"99126867-37d2-47dd-9657-c2fefb3b9872","dcfd594e-2e32-4c8c-a6ff-2b022b9831f5","uncc_28291","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"9924777f-5b26-4730-b852-2253658a22a1","b65dde87-03f6-4f9f-92d1-345751b24fa3","ncu00332003","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"ashe, william willard","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"99787da8-c0f4-42fb-b5d0-c7895042d5a4","f0c539c5-ab77-4719-bd04-e85ba2845c62","ncu00331907","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9995503a-68b7-4617-b8e3-d97124bb1bce","36c3dec4-b88d-4ca6-a92d-882062cc6e1c","vpi-v-0059477","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"99c8ff63-b785-4fea-9360-ceec019263f6","980d532e-1bfe-4c0f-9b03-6f5a8ea51e9d","275424","diapensiaceae","galax","galax urceolata","united states","virginia",-76.82478,37.365293,NA,NA,NA,NA,"michelle gaynor","781fd581-7b93-471e-a025-413e4bcd8491"
"99e0817f-b5c2-4294-86d2-e73bff15f89f","7fd3dd14-e1f9-462e-afbd-d4555c009363","263087","diapensiaceae","galax","galax urceolata","united states","north carolina",-78.14822,34.35273,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"9a34e5b5-10c4-46bb-9c94-d4654d50fe20","http://n2t.net/ark:/65665/3161bca03-9c75-4ae5-beb4-1ec683571fa5",NA,"diapensiaceae","galax","galax urceolata","united states","virginia",-76.8561,36.8246,"2016-05-22","2016","5","22","m. t. strong & c. l. kelloff","6b8d6d23-308a-4886-a3e4-00afbfc2960b"
"9a3616df-71e6-4204-8dff-346fa7ab383c","72cd2512-46cb-4872-b9f5-643ede0eabbe","175113","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1991-05-25","1991","5","25","m.s. morris","781fd581-7b93-471e-a025-413e4bcd8491"
"9a49cbde-1110-4855-89e4-73eedb800bca","037ec176-7446-4e5c-a679-e5bb9ef71a7f","vpi-v-0059488","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"9a6f01c4-c224-4737-95dc-7162f0162250","http://n2t.net/ark:/65665/33467a348-fc4d-4af5-9385-9d8e9e058609","us 144946","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1882-05-31","1882","5","31","l. f. ward","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"9a820933-f846-4f6e-a009-7e70c1fd6079","31e31d5b-09ee-4fa7-875b-b70e67a3c13a","ncu00332594","diapensiaceae","galax","galax urceolata","united states","alabama",-85.814685,33.482053,"1966-07-12","1966","7","12","clark, ross c.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9ac762fd-aabb-4450-9c97-1e9fc1c85758","4f6df2d9-e3ba-4639-ae66-f904284c9c10","gas017508","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1966-05-07","1966","5","7","walters, jerry c.","98ece30d-bf85-4122-b872-7786031b457f"
"9b1a6399-c1c5-4df1-a14a-9511e7245b03","48b7a761-4af4-4089-a7cc-c3015e1cf0a3","ncu00332591","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,"1967-07-14","1967","7","14","clark, ross c.; landers, ken","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9b3204c9-732c-4f8c-9b66-6a7a773582df","5091ccca-a7d3-4b20-85da-a9b8e2b6aeb5","etsu015786","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1951-06-23","1951","6","23","dwight lyons","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"9b4f8042-1c8b-42c5-b2d5-eafc7101273a","2a5a4759-8352-4f9c-b947-4b9f1e3adb33","duke10095553","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"9b548f82-0ea5-49cd-911b-99114d1e202d","3e9fb29b-3390-4b3f-bbba-ed2af99d57b2","ncu00332619","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"harvill, alton m., jr.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9b554f6a-9281-4099-bbee-963e74414bd4","09821e37-69ee-4186-875e-b10d25e9af69","ncu00080587","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1975",NA,NA,"wickland, diane e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9b8fb96d-56cf-483c-92f9-3a5ec90ed7a2","b975e5f8-42e6-457f-9094-8617afa029ba","ga059182","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1984-08-21","1984","8","21","jones, s","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"9be3da38-89ab-41f9-a0ae-d0ddab7e64b7","f8b1ec7b-d39f-4bf3-8d6a-aee429243b1c","duke10095589","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"9c1e5590-1a7b-45e3-b7b9-687f65a89457","496cce19-2ff8-4e17-a881-ce8ea0998673","etsu015789","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1954-05-20","1954","5","20","betty jo sams","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"9c42934a-6dfc-439b-bbc1-fcbfcdcf1cc5","35c94c1f-c615-4b87-ab43-df0777320baf","ncu00332609","diapensiaceae","galax","galax urceolata","united states","georgia",-83.302932,34.978701,"1968-06-01","1968","6","1","jones, samuel b., jr.; jones, carleen","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9c5d9cfc-00af-4d70-8957-40ca197582fc","294d7451-97b7-45bf-8e59-d119f8543e3e","etsu015799","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1965",NA,NA,"d.a. patterson","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"9c708e4d-3d49-44a7-bb39-cad3b4a5b2c6","c25fa0b7-264d-4bcb-bc12-c5c213147f58","ncu00113579","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2010",NA,NA,"holdsclaw, terry","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"9ca1bec9-48a9-42b5-92b2-c685225ed03c","41841950-2cdc-45fc-8054-8559b0b067ee",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1981",NA,NA,"j.l. crane & j.d. schknecht","f0174bc9-0cca-450e-a941-655d80040139"
"9ca65c72-be3a-47e3-b408-6242980d81f2","8a500453-cb90-4b8b-8aab-880c8affdf23","cm149934","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1953",NA,NA,"buker, w.e.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"9cc45fcd-c005-4f7d-894c-1bb0fc848a85","5e08f138-ff6d-11e2-9beb-001c23ce290f","usch0025734","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1936",NA,NA,"bolick, irene; henry, nell","83ad8494-136b-485a-87d4-8ce01dd6a8de"
