"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","data.dwc:eventDate","data.dwc:year","data.dwc:month","data.dwc:day","collector","recordset"
"3cf65945-7267-44f2-8486-e7c73ee7670a","7c9cff63-44bb-41c5-8863-4d288a9c872b","uncc_21962","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"3cf86a9d-4c26-4d05-af6b-56d528f34f85","e4e49662-b164-4933-ad04-2fa5b0c548a4","etsu015785","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1966-06-21","1966","6","21","john payne","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"3d03b3fe-0ae1-4a7a-8f31-d923dd9d5bf1","e5646cfb-283b-4964-b590-e9da69dd5f00","ncu00080563","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1973",NA,NA,"downs, robert m.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"3d2a79ed-8ffa-496a-aebd-5d2dd5482eb6","93550ef9-5034-4a80-afe7-0737a675fd4e","vpi-v-0059462","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"3d310d0f-dd4c-4bba-9ecc-392959f27fca","e01386ff-c7c1-426c-9709-9060bc3cd6d8","mwi00041157","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1946-08-18","1946","8","18","myers, r.maurice","43aa1339-67e4-4298-b7c5-3d0f201266ef"
"3d662b13-e2bb-4267-9ec1-0f9ab7d4d75b","7fa9981d-5c9f-4379-a826-5706554ba756","brit516617","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"72d4c3c7-3413-4588-a803-e1a63e0d7c6c"
"3db76037-3241-4bea-af32-a374bed39598","3928b120-bda6-465f-bed8-882a3b93b98f","wcuh0010437","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1971",NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"3e1c076e-7481-43b5-b01a-0055c475a38d","20f0c496-6f93-4745-b324-5128cfcf205f",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1981",NA,NA,"j.l. crane & j.d. schoknecht","f0174bc9-0cca-450e-a941-655d80040139"
"3f24fadb-9f4b-4438-a6a8-452e446c0bb6","1e6fdcec-46b6-11e5-8c8a-cef45ef6b9ba","60445","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1989",NA,NA,"plunkett, gregory m","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"3f504edc-cc6c-4cac-9ab7-283acb5a7d76","e35cbc07-978f-41b4-af03-3779f1aa7ac4","ncsc00082907","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"3f69e041-bb49-4689-85d6-71922d86acd8","http://n2t.net/ark:/65665/3cc3f8908-5d49-450c-a585-7ea51763587b","us 1789824","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1940-07-26","1940","7","26","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"3fc5dfc9-45ad-474a-8e7f-5780338a6de9","e0387e26-e88b-4c89-8689-edd34b2f073c","015500","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e23109b4-e143-437c-b329-3dff7cb35488"
"3feaa980-2c3a-4a1a-9161-ce39179c5321","http://n2t.net/ark:/65665/338b17f65-3b84-4c1c-9921-e3bcbc6870b9","us 1789815","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1940-06-30","1940","6","30","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"404bf290-ac8c-484a-b5a4-949eb509e45c","8fd431b2-1548-4379-ad6b-0980d05c9963","ga202459","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"40adff2f-3edd-4836-b1c5-a45defe43a29","c95a879b-5383-4f1c-be3e-3259951e5f6f","uncc_22335","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"40ee0a00-5894-4859-b7aa-5e9674a9fc69","a8992c33-841e-4140-8f32-cb1e4f431538",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"2019-10-05","2019","10","5","frosty levy, elaine walker","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"41426312-bc53-4e07-9b83-743dbf856202","f5d75fa3-e76a-4216-8c63-a1489b0d5d02","muhw017999","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1939",NA,NA,"f. a. gilbert; l.g. williams","8f689b8b-5b65-4638-9555-f2a5d237a624"
"41427767-1bd5-4458-a3d1-e69e2c5d8457","c924c45c-e1c7-4556-b008-e46fe69be705","ncu00389104","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1932",NA,NA,"waynick, minerva","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4152b5db-a311-4b43-a257-e96b9af5537a","0d9888ac-ebec-4540-8841-19f62315e7c8","1509872","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1898-06","1898","06",NA,"c.w. hyams","0583609b-202f-40d0-8021-4c019635d4c9"
"4156b356-1f74-4e1a-bbad-810bbcdde6bf","f47ae5d9-c2d1-4baf-9910-cb6205422f36",NA,"diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,"2011",NA,NA,"loy r. phillippe, grant cunningham, jenny stratton, and valerie sivicek","f0174bc9-0cca-450e-a941-655d80040139"
"416c0627-d17f-44e8-b5a6-4048311ecbf5","37f45b74-5fc5-420a-aae0-52a4fe130b3b","ga271890","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"2005-07-22","2005","7","22","chapman, s","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"41b6fd8d-f089-4e4e-a5a0-8289e403fd09","91d04ed9-4bd6-49fe-8f8f-8f46de845c5c","ncu00331983","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1938",NA,NA,"stewart radford, laurie m.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"41bf366f-ca4e-424e-ab7e-4f06bfac94ae","54c5cb68-8390-437b-919d-41d232f02ffb","duke10095591","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1941",NA,NA,"williams, ruby m.","6258d160-a7aa-4937-bce3-3538eebd374f"
"423421b2-e633-4d3a-9d8f-0e5b436c52d6","771e82ec-998c-4177-a46d-4f38767dac1a","ncu00080596","diapensiaceae","galax","galax urceolata","united states","south carolina",-81.806168,33.609854,"1971-10-09","1971","10","9","leonard, steven worth","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"423af5a2-f98c-4901-ac49-c5a95f819628","362fe85d-1645-42d1-8574-6bd913797cb8","gmuf-0030714","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1992",NA,NA,"gary p. fleming","e794b292-4a94-471e-ab84-6aaef1fea1b3"
"4259483c-4852-4ba6-98f1-1ef9aec3c7ed","14457a25-12eb-41be-9d42-e0d822bcd936","ncu00331984","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1915",NA,NA,"totten, h. r.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"42707207-3e85-40f0-bbc5-f36f8b2f4f5c","770eac8e-d72c-493b-b986-93bd651dedcc","uncc_14608","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e34cf41b-196c-4199-85d5-4d2ca5954b09"
"428fe23d-1923-446f-adc1-f9bd6f009330","fa7c2737-eeda-45ac-8c98-a16ccb674220","etsu024740","diapensiaceae","galax","galax urceolata","united states","tennessee",-82.3082128,36.1272577,"2018-09-22","2018","9","22","marilyn j. permenter","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"4298315c-6752-4ce7-bf07-228b781b6e21","c8d9c164-f7a8-4840-860e-5204c2a7ebed","rsa0508063","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1959-09-10","1959","9","10","f. r. fosberg","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"42acdb9b-3670-4d37-9d7e-8e292298fd42","4692f07c-346d-4024-a66a-aeba30b820da","barcode-00691455","diapensiaceae","galax","galax urceolata","united states","massachusetts",NA,NA,"1918-12-05/1918-12-05",NA,NA,NA,"mrs. m. e. ward","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"42b724cb-b91c-40ff-8cef-7c30bad54d7f","http://n2t.net/ark:/65665/302d35bf9-10cc-4eef-8351-c083f5e76086","us 688950","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1913-08-28","1913","8","28","p. c. standley & h. c. bollman","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"4329cfca-5077-4e85-9ffd-382af2fc5ef9","ecdcdcce-b2cf-4a9c-8614-6ce55e36494d","ncu00331941","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,"hyams, mordecai e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"433bc9d9-c03a-4498-a259-ecf160389b6f","f2726543-af44-4615-a8e2-45a7726d737a","cm149928","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1968",NA,NA,"buker, w.e.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"434dc72a-ae57-4818-8c23-556b731a483d","99af2562-6a7b-4830-87f8-84f4e13667e8","muhw017996","diapensiaceae","galax","galax urceolata","united states","west virginia",NA,NA,"1978-04-15","1978","4","15","daniel pettry","8f689b8b-5b65-4638-9555-f2a5d237a624"
"43a2a7aa-fd89-420a-b7c4-73fa20d0ed75","74fcf60c-435e-41be-9e89-2a552f4ca9d2","19038","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1908-09-02","1908","9","2","a. cuthbert","781fd581-7b93-471e-a025-413e4bcd8491"
"44327b31-2eb9-4264-b48d-9e478308c59e","c4e13a6e-b66a-4525-a1ca-05e38a98c166","ncu00237331","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1978",NA,NA,"mansberg cotterman, laura","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"448f87e6-fc9a-4730-a955-784c5f5eba80","879ff301-1894-4577-8fcc-06867d71c038","wcuh0010426","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"44b7fc37-d812-403c-84be-b07de8b4e5cd","b33a8900-17d4-4d8a-b7ee-0d5375e7f2cb","ncsc00082935","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"44efba85-eba3-4efe-8cf1-fe00617d0ae0","http://n2t.net/ark:/65665/3750e9c8e-1200-403c-bf27-6ee53fc5e35d",NA,"diapensiaceae","galax","galax urceolata","united states","virginia",-80.6946,37.0747,"2021-09-10","2021","9","10","j. wen & s. lutz","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"4527145a-9aa4-4826-b8d4-9b9d8987474a","http://n2t.net/ark:/65665/35f00cf7b-7bed-4074-a882-30acf00b619e","us 1789825","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1940-07-26","1940","7","26","j. t. baldwin","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"45350878-7fc5-4f03-aaae-87aced580177","ac338880-5bc1-44b4-8003-72c1890ec3b9",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2019",NA,NA,"ethan l. hughes","e23109b4-e143-437c-b329-3dff7cb35488"
"4553388f-e721-4aaa-be6e-e25e79e9e43c","26cb5eeb-1ba7-434b-b7ef-36f14cc1b446","ncu00326361","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1963",NA,NA,"sherwood harper, jean; harper, francis","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"456f2b5a-4098-4ff0-bd0e-b41500f38c3c","d7321295-b0a0-40c5-bd14-177dac2580b8","duke10095572","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"45ff6940-1b35-45a6-9683-543d2a0e0545","90c38164-4baf-47ad-8ae2-f53498d118f7","odu00020340","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1973",NA,NA,"phyllis k. appler; g.w. hall","0038ce2e-43bb-4f70-8dd6-dca34efd3fca"
"46090154-be5a-4d90-89e3-ddb150a9e14a","a04f40d8-2cfa-45a9-8bc8-3fd067349f7a","cm149925","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1958",NA,NA,"ahles, h.e.; duke, j.a.","db6c3db9-1e6d-4def-af29-33aa0339bfa9"
"460b5163-d737-4bf1-bebe-4b9caef3264c","b11198ff-1eb3-4be2-9fba-ad7f2f184666","nlu0134089","diapensiaceae","galax","galax urceolata","united states","alabama",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"4682e7a5-cde2-48a3-a6da-ffa1b52eae89","98e0bdd9-9ace-4eb8-8c23-07e0171cea33","pbru00040704","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"e5f57bb0-07ec-4405-90b6-dc89647a1cb5"
"46991409-a9e4-47c6-aa1a-1f6f8783b912","346297e6-939e-49bd-aa84-9d59aac93c40","duke10095608","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"469d1c30-ca6c-4ee6-85e8-06f5f15d3c93","e96bdbc8-d8cb-4944-b153-c02509e00189","usms_000009339","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1967",NA,NA,"r. c. dunton","c3134980-bf5c-49b8-a289-790d45f02c86"
"46b8c604-3ec0-458a-ab6a-06aafcc8fbe7","80f6c620-f83b-4be3-89e3-68dde48b9009","234887","diapensiaceae","galax","galax urceolata","united states","virginia",-79.510365,37.315292,NA,NA,NA,NA,"allan hiram curtiss","d7b285d4-2643-45ee-9302-b0c3d51dda5c"
"471df31c-0bf7-4053-afc0-af9f1f248fcd","6aa16b03-a192-469c-8813-bb1140a9e7bb","vpi-v-0059452","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"47365323-e368-4698-a3c9-b166693238ec","5c8e9b9b-017b-42e4-b4d4-78568c7119e1","ncu00332706","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,"1967",NA,NA,"ramsey, gwynn w.; ruska, w. f.; waggoner, g. s.; ramsey, kevin","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"473fd510-7ece-47d2-b06c-41357fe25d27","6e3747ee-551d-4551-8db3-22c3489a36af","clems0042871","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1971-09-28","1971","9","28","d. r. hutto","264c48ec-8636-451f-a7e0-74131bc6f84c"
"475f49aa-8f33-498c-87d5-696cdc1fd0b5","fa5da7a6-7ea1-4df4-afb8-ce9d1fa94c1d","muhw017993","diapensiaceae","galax","galax urceolata","united states","west virginia",NA,NA,"1995-05-23","1995","5","23","dale w. suiter","8f689b8b-5b65-4638-9555-f2a5d237a624"
"4775a141-c25d-463b-acb3-e94d48f1c7d7","5e08f930-ff6d-11e2-9beb-001c23ce290f","usch0081761","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1964",NA,NA,"sawyer, george p. jr.; ahles, harry e.","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"477a3855-40c0-4123-9e4d-d42450220d8d","22acb7e0-2bc7-404a-b3e8-2495afa3f979","pbru00040703","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,"aikin","e5f57bb0-07ec-4405-90b6-dc89647a1cb5"
"478a7417-2e19-4286-8f29-68e72e23df77","4192e911-e7e0-4ab8-b042-4be65c3e3a8e","duke10095556","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"484428db-d141-4a08-ad42-a53138d2ab51","73e85c69-0abe-4554-95c5-8912e42b1b7b","nlu0134433","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,NA,NA,NA,NA,NA,"e60301d9-9b40-483f-92de-065769b9d3dd"
"48929c21-9125-475d-9c59-d3abb485cfa1","0b1d8126-6229-4a47-82dc-a90e7ebfb1da","ga202465","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"48ded2c1-49b6-4a62-86ba-d87101903429","http://n2t.net/ark:/65665/33270d230-aef9-43d4-abed-6733089ee3df","us 479598","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1890-07","1890","7",NA,"g. b. sudworth","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"490467c4-0e8f-4e29-961b-b60d08473717","f84fc85c-9ed3-42e4-98b8-3c7f52d58e8c","ncu00080598","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1989-05-11","1989","5","11","horn, charles n.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"494aefcc-5d55-449c-beea-b5bd89463c27","ce9f8a04-cec5-4605-8639-59fe881917c3","275426","diapensiaceae","galax","galax urceolata","united states","north carolina",-77.883374,35.236768,NA,NA,NA,NA,"michelle gaynor","781fd581-7b93-471e-a025-413e4bcd8491"
"4982c9b6-7053-449a-ae77-176a22cdb971","e2db2b65-2e4c-4a50-82f4-7116ef838bcb","wcuh0010404","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"49915780-df70-4c20-b40f-8a67d4489dc3","2e4fac41-7616-4e78-b86b-b7bfedecc28f","etsu015791","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"2011-05-25","2011","5","25","ryan n. dixon","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"49994286-17af-4494-8eaf-2335f47eea7b","5afa49ac-8f86-47eb-bec6-9faf6aafb1fc","ncsc00082908","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"aca26f37-3ec8-4e9e-b927-50b4944a0096"
"49c8c639-c471-4c31-bcfc-3518f98d7e50","38e88ad4-8a43-4fe3-af7c-332288c2044d","ga059184","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1995-06-03","1995","6","3","milsted","beab5209-9628-4d4d-851e-2bc9bb1a0105"
"49e7867b-a5e9-45d8-ac4c-fdad218fc1f4","10be1496-6f3e-4e26-b36e-9846ff930aa4","wgc03424","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,"1973-06-20","1973","6","20","arnold, mary","a4babe52-5740-44e4-9ea2-acef4797f127"
"4a3c0323-91d5-4ea7-99d7-99c7dd894578","08659e03-95ce-4f2a-8776-2c65f1b1c598","duke10095571","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1931",NA,NA,"blomquist, h.l.","6258d160-a7aa-4937-bce3-3538eebd374f"
"4a8d29d4-d8e0-4130-9169-4437e1349bbe","af3da61e-5ef4-4d89-b8be-c2f549fb10b7","ncu00331924","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1931",NA,NA,"smith, j. l.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4a913522-19ba-4b91-9476-1d4bfe6e915b","2c90be2d-2297-4831-ba28-2e5335cce738","ncu00441686","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"2018",NA,NA,"mccormick, carol ann; peifer, mark","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4a94c432-18b7-4f95-9d4e-27b8cf98243a","b25f3467-eef2-4b25-b8b1-74a2c5546b44","ncu00326369","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4af5a542-18d3-4e75-91de-5ba78b185dd1","6681a63b-956a-47e5-9633-eff1f1b0acd8","ncu00332015","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1908-05-28","1908","5","28","coker, william chambers","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4b92a68c-a019-4886-a57b-c307db639c29","ccc3a76a-2aa5-4605-a8a0-60a3821c27f7","rsa0508056","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,"1878","1878","0","0","g. r. vasey","a4e6033a-d1eb-46d3-869d-7c0328f09aa7"
"4ba2f5ea-0bcc-4c09-ace9-7b2a7a3cc7fe","be7a74d1-3d54-4eea-b29a-580b818e7d76","ncu00331982","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1915",NA,NA,"coker, william chambers","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4bf2dfe0-eeb1-480f-b8e1-5a6309a70135","b2b3c864-a20e-48cc-911e-21d54d49c7c0","ncu00331895","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1956",NA,NA,"ahles, harry e.; radford, a. e.","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4bffce82-a688-4b84-b614-3941eced9b25","4a5a6f94-53b2-487d-9c3e-02d92cf63f60","etsu015792","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"2011-05-19","2011","5","19","cody salyer","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"4c21bab1-3131-4809-83ae-60f2b0d460d6","91d8cf24-ac8a-4ce8-9ecf-71f819efbc0f","52433","diapensiaceae","galax","galax urceolata","united states","south carolina",-83.318889,34.683333,"2015-05-19","2015","5","19","c. davidson, d. e. boufford, sharon christoph, tomomi masaki","f84d528a-7d08-467e-b532-ace707316f1d"
"4c336c9e-3978-4c45-a06b-d88048ddd62b","817481e5-d5f3-4414-b829-2e4db94279d6","clems0042903","diapensiaceae","galax","galax urceolata","united states","georgia",NA,NA,NA,NA,NA,NA,NA,"264c48ec-8636-451f-a7e0-74131bc6f84c"
"4c40ceee-b53d-4272-8b5a-7743bf88fdc3","5b035e24-ff6d-11e2-9beb-001c23ce290f","usch0025732","diapensiaceae","galax","galax urceolata","united states","south carolina",NA,NA,"1975-08-21","1975","8","21","clonts, john","83ad8494-136b-485a-87d4-8ce01dd6a8de"
"4cba1cc8-3a7f-4a14-bc66-ea2ac1761095","99c7c14b-a610-11e3-a341-00ff10703b0e",NA,"diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1878","0","0","vasey, g.","8ec76c75-a673-4682-bfde-00a18bc12794"
"4cf7872e-53cc-49b6-b04c-27f772ce5c4d","d672e40a-5898-4182-9541-40f29c5660b2","duke10095559","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"6258d160-a7aa-4937-bce3-3538eebd374f"
"4d1dba84-3ef9-4b40-b21f-b7dbd21fe2cb","8b8051da-dcad-4166-8fce-76886ee49ec1","1718","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,"1934",NA,NA,"crafton, w. m.","de67ccab-7d04-43b9-8083-81e45f628505"
"4da64b00-2c5c-45d5-ace2-b2ea807f426c","138ec8dc-93d2-4c0c-b34c-cbf555349d89","vpi-v-0059505","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"471835cc-feb6-4d05-a8d1-62ce71399326"
"4da933d8-b6f6-4856-8ec3-f80400e3ab39","f7041c09-21bc-4eb3-a67d-e8ed4135fbf5","ga202468","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,NA,NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"4ddb1677-44e5-4a0c-8fd2-2290872484a3","49653478-6278-4d51-be13-1f82d701ca2c","263105","diapensiaceae","galax","galax urceolata","united states","north carolina",-81.27293,35.23702,NA,NA,NA,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"4dde9e5e-8dce-4e34-938a-ee0512d821a7","5a079617-1521-4e42-9e72-258415685647","etsu015793","diapensiaceae","galax","galax urceolata","united states","tennessee",NA,NA,"1952-06-30","1952","6","30","dot sams","21b563bc-70c2-46d5-bce8-2489db2db3d8"
"4df0c1ef-ac73-4ce0-8ae3-75759d2c4c3d","6a0b1ce3-4207-4aa0-abf6-5276844a9bf5","ncu00237333","diapensiaceae","galax","galax urceolata",NA,NA,NA,NA,NA,NA,NA,NA,"anonymous","4e3043a6-d48a-4a35-b5fb-f67d50cbc158"
"4e171fdb-cf2d-4d81-ba2c-22aa8353d7df","d2b5bb44-541b-487c-b328-87a95012d37f","wcuh0010393","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"4e1d7313-86d8-4819-be73-5447b12237a9","c8a90ace-6312-4f8d-b31d-b9c28473f4f2","berea012510","diapensiaceae","galax","galax urceolata","united states","kentucky",NA,NA,NA,NA,NA,NA,NA,"ef59f7cc-ed42-45fc-9abc-5edfb2c8caec"
