"species","longitude","latitude"
"Galax urceolata",-82.82,35.36
"Galax urceolata",-83.48,35.05
"Galax urceolata",-83.43,35.68
"Galax urceolata",-83.91,35.64
"Galax urceolata",-83.55,35.14
"Galax urceolata",-84.34,36.84
"Galax urceolata",-82.89,35.39
"Galax urceolata",-85.62,34.5
"Galax urceolata",-83.55,35.46
"Galax urceolata",-82.19,35.76
"Galax urceolata",-85.64,34.47
"Galax urceolata",-82.29,37.29
"Galax urceolata",-81.93,35.96
"Galax urceolata",-82.71,35.1
"Galax urceolata",-81.81,36.59
"Galax urceolata",-83.24,35.03
"Galax urceolata",-82.7,35.1
"Galax urceolata",-82.23,35.75
"Galax urceolata",-79.48,37.58
"Galax urceolata",-76.72,37.41
"Galax urceolata",-83.58,35.67
"Galax urceolata",-85.6,34.47
"Galax urceolata",-83.39,34.74
"Galax urceolata",-81.52,36.88
"Galax urceolata",-83.48,35.64
"Galax urceolata",-83.36,36.86
"Galax urceolata",-83.59,35.67
"Galax urceolata",-80.27,36.4
"Galax urceolata",-82.54,35.59
"Galax urceolata",-83.18,36.95
"Galax urceolata",-76.86,36.82
"Galax urceolata",-80.26,36.4
"Galax urceolata",-78.81,37.24
"Galax urceolata",-83.08,35.64
"Galax urceolata",-83.59,35.33
"Galax urceolata",-83.97,34.58
"Galax urceolata",-83.56,35.64
"Galax urceolata",-78.78,35.73
"Galax urceolata",-83.08,35.59
"Galax urceolata",-82.88,35.33
"Galax urceolata",-83.07,35.58
"Galax urceolata",-82.34,35.59
"Galax urceolata",-83.19,35.05
"Galax urceolata",-82.78,35.35
"Galax urceolata",-80.43,36.67
"Galax urceolata",-83.12,35.73
"Galax urceolata",-80.85,36.57
"Galax urceolata",-83.42,35.48
"Galax urceolata",-82.61,35.49
"Galax urceolata",-79.3,35.49
"Galax urceolata",-82.74,35.12
"Galax urceolata",-83.78,35.7
"Galax urceolata",-83.43,35.04
"Galax urceolata",-84.35,36.84
"Galax urceolata",-83.78,35.71
"Galax urceolata",-83.79,35.7
"Galax urceolata",-80.28,36.39
"Galax urceolata",-82.37,35.54
"Galax urceolata",-81.83,36.09
"Galax urceolata",-84.18,35.14
"Galax urceolata",-80.58,37.37
"Galax urceolata",-80.49,37.24
"Galax urceolata",-78.66,37.43
"Galax urceolata",-82.35,36.28
"Galax urceolata",-82.85,35.32
"Galax urceolata",-81.88,35.89
"Galax urceolata",-81.69,36.66
"Galax urceolata",-83.88,35.61
"Galax urceolata",-81.8,35.84
"Galax urceolata",-79.12,36.07
"Galax urceolata",-76.84,37.37
"Galax urceolata",-82.6,36.94
"Galax urceolata",-82.29,36.01
"Galax urceolata",-83.95,35.45
"Galax urceolata",-83.79,35.71
"Galax urceolata",-83.6,35.68
"Galax urceolata",-82.6,35.23
"Galax urceolata",-78.9,35.46
"Galax urceolata",-83.42,34.91
"Galax urceolata",-82.45,35.32
"Galax urceolata",-80.3,36.87
"Galax urceolata",-82.42,35.19
"Galax urceolata",-84.64,35
"Galax urceolata",-81.57,36.39
"Galax urceolata",-83.02,35.16
"Galax urceolata",-80.51,37.39
"Galax urceolata",-82.62,36.5
"Galax urceolata",-82.45,36.92
"Galax urceolata",-82.46,36.87
"Galax urceolata",-82.6,35.5
"Galax urceolata",-76.84,37.36
"Galax urceolata",-80.52,37.38
"Galax urceolata",-82.04,35.77
"Galax urceolata",-81.87,35.76
"Galax urceolata",-79.12,36.06
"Galax urceolata",-82.07,36.11
"Galax urceolata",-83.13,35.04
"Galax urceolata",-85.63,33.83
"Galax urceolata",-82.52,36.87
"Galax urceolata",-83.6,35.19
"Galax urceolata",-83.59,35.68
"Galax urceolata",-82.79,36.81
"Galax urceolata",-83.15,35.02
"Galax urceolata",-82.31,37.29
"Galax urceolata",-83.09,35.63
"Galax urceolata",-83.5,35.69
"Galax urceolata",-83.24,35.74
"Galax urceolata",-83.81,34.87
"Galax urceolata",-82.25,35.71
"Galax urceolata",-82.75,35.42
"Galax urceolata",-83.44,35.65
"Galax urceolata",-82.26,35.43
"Galax urceolata",-81.93,36.01
"Galax urceolata",-82.63,36.92
"Galax urceolata",-84.35,34.01
"Galax urceolata",-83.49,35.61
"Galax urceolata",-83,35
"Galax urceolata",-83.3,35.71
"Galax urceolata",-82.29,35.68
"Galax urceolata",-81.83,36.1
"Galax urceolata",-83.51,35.67
"Galax urceolata",-78.92,35.47
"Galax urceolata",-82.64,35.11
"Galax urceolata",-86.12,33.03
"Galax urceolata",-83.42,35.61
"Galax urceolata",-83.51,35.6
"Galax urceolata",-85.62,34.39
"Galax urceolata",-85.63,34.39
"Galax urceolata",-85.84,33.37
"Galax urceolata",-86.1,34.41
"Galax urceolata",-85.43,33.8
"Galax urceolata",-82.96,35.84
"Galax urceolata",-85.8,33.48
"Galax urceolata",-84.33,34.35
"Galax urceolata",-86.07,34.47
"Galax urceolata",-82.56,35.58
"Galax urceolata",-85.9,34.4
"Galax urceolata",-80.53,37.36
"Galax urceolata",-79.2,38.99
"Galax urceolata",-82.53,35.56
"Galax urceolata",-85.84,36.1
"Galax urceolata",-85.59,34.54
"Galax urceolata",-83.3,34.96
"Galax urceolata",-81.58,36.2
"Galax urceolata",-81.04,36.4
"Galax urceolata",-76.69,36.44
"Galax urceolata",-78.15,34.35
"Galax urceolata",-83.19,35.06
"Galax urceolata",-76.82,37.37
"Galax urceolata",-81.27,35.24
"Galax urceolata",-81.91,35.73
"Galax urceolata",-80.47,36.34
"Galax urceolata",-81.9,35.73
"Galax urceolata",-81.46,36.4
"Galax urceolata",-76.89,35.81
"Galax urceolata",-77.88,35.24
"Galax urceolata",-81.64,35.6
"Galax urceolata",-79.37,35.15
"Galax urceolata",-78.78,37.64
"Galax urceolata",-80.26,36.39
"Galax urceolata",-83.19,35.04
"Galax urceolata",-80.48,36.34
"Galax urceolata",-80.27,36.39
"Galax urceolata",-80.69,37.07
"Galax urceolata",-83.08,34.85
"Galax urceolata",-83.93,35.44
"Galax urceolata",-82.8,35.87
"Galax urceolata",-82.55,35.6
"Galax urceolata",-81.98,35.32
"Galax urceolata",-82.94,35.83
"Galax urceolata",-84.01,35.56
"Galax urceolata",-78.91,35.46
"Galax urceolata",-80.77,34.77
"Galax urceolata",-80.96,33.59
"Pyxidanthera barbulata",-74.86,39.85
"Pyxidanthera barbulata",-74.79,39.54
"Pyxidanthera barbulata",-74.99,39.39
"Pyxidanthera barbulata",-74.37,39.72
"Pyxidanthera barbulata",-74.97,39.83
"Pyxidanthera barbulata",-74.32,39.91
"Pyxidanthera barbulata",-74.65,39.89
"Pyxidanthera barbulata",-74.2,40.26
"Pyxidanthera barbulata",-74.9,39.39
"Pyxidanthera barbulata",-74.6,39.45
"Pyxidanthera barbulata",-74.29,39.92
"Pyxidanthera barbulata",-75.05,39.51
"Pyxidanthera barbulata",-74.14,40.17
"Pyxidanthera barbulata",-74.75,39.74
"Pyxidanthera barbulata",-74.43,40.39
"Pyxidanthera barbulata",-74.94,39.97
"Pyxidanthera barbulata",-74.11,40.26
"Pyxidanthera barbulata",-74.85,39.72
"Pyxidanthera barbulata",-74.82,39.9
"Pyxidanthera barbulata",-74.39,39.75
"Pyxidanthera barbulata",-74.59,39.63
"Pyxidanthera barbulata",-74.45,39.86
"Pyxidanthera barbulata",-74.14,40.24
"Pyxidanthera barbulata",-74.94,39.7
"Pyxidanthera barbulata",-74.87,39.27
"Pyxidanthera barbulata",-74.47,40.13
"Pyxidanthera barbulata",-74.99,39.36
"Pyxidanthera barbulata",-74.85,39.59
"Pyxidanthera barbulata",-74.67,39.75
"Pyxidanthera barbulata",-74.88,39.77
"Pyxidanthera barbulata",-74.93,39.75
"Pyxidanthera barbulata",-74.68,39.97
"Pyxidanthera barbulata",-74.84,39.78
"Pyxidanthera barbulata",-74.94,39.6
"Pyxidanthera barbulata",-74.17,39.95
"Pyxidanthera barbulata",-74.8,39.78
"Pyxidanthera barbulata",-74.38,39.95
"Pyxidanthera barbulata",-74.48,39.78
"Pyxidanthera barbulata",-74.01,40.22
"Pyxidanthera barbulata",-74.91,39.6
"Pyxidanthera barbulata",-74.58,39.97
"Pyxidanthera barbulata",-74.71,39.44
"Pyxidanthera barbulata",-74.22,39.75
"Pyxidanthera barbulata",-74.63,39.85
"Pyxidanthera barbulata",-74.33,40
"Pyxidanthera barbulata",-74.09,40.29
"Pyxidanthera barbulata",-74.48,39.69
"Pyxidanthera barbulata",-74.39,40.46
"Pyxidanthera barbulata",-74.42,40.18
"Pyxidanthera barbulata",-74.36,40.2
"Pyxidanthera barbulata",-74.53,39.82
"Pyxidanthera barbulata",-74.44,40.14
"Pyxidanthera barbulata",-74.22,39.8
"Pyxidanthera barbulata",-74.91,39.77
"Pyxidanthera barbulata",-74.95,39.59
"Pyxidanthera barbulata",-74.54,39.83
"Pyxidanthera barbulata",-74.88,39.57
"Pyxidanthera barbulata",-74.93,39.81
"Pyxidanthera barbulata",-74.22,40.07
"Pyxidanthera barbulata",-74.98,39.81
"Pyxidanthera barbulata",-74.89,39.62
"Pyxidanthera barbulata",-74.94,39.58
"Pyxidanthera barbulata",-74.95,39.83
"Pyxidanthera barbulata",-74.87,39.52
"Pyxidanthera barbulata",-74.13,40.07
"Pyxidanthera barbulata",-75.11,39.39
"Pyxidanthera barbulata",-74.91,39.78
"Pyxidanthera barbulata",-74.22,40.1
"Pyxidanthera barbulata",-74.53,39.81
"Pyxidanthera barbulata",-74.4,40.38
"Pyxidanthera barbulata",-74.42,39.81
"Pyxidanthera barbulata",-74.59,39.64
"Pyxidanthera barbulata",-74.46,39.75
"Pyxidanthera barbulata",-74.29,40.48
"Pyxidanthera barbulata",-74.34,40.16
"Pyxidanthera barbulata",-74.77,39.71
"Pyxidanthera barbulata",-75.06,39.57
"Pyxidanthera barbulata",-74.7,39.89
"Pyxidanthera barbulata",-74.94,39.55
"Pyxidanthera barbulata",-75.08,39.58
"Pyxidanthera barbulata",-74.36,39.78
"Pyxidanthera barbulata",-74.3,39.95
"Pyxidanthera barbulata",-74.13,40.06
"Pyxidanthera barbulata",-74.4,40.31
"Pyxidanthera barbulata",-74.31,40.01
"Pyxidanthera barbulata",-74.41,39.66
"Pyxidanthera barbulata",-74.97,39.79
"Pyxidanthera barbulata",-74.19,39.84
"Pyxidanthera barbulata",-74.74,39.77
"Pyxidanthera barbulata",-74.84,39.69
"Pyxidanthera barbulata",-74.38,39.96
"Pyxidanthera barbulata",-74.44,39.62
"Pyxidanthera barbulata",-74.73,39.74
"Pyxidanthera barbulata",-74.47,39.87
"Pyxidanthera barbulata",-74.21,39.96
"Pyxidanthera barbulata",-74.27,40.06
"Pyxidanthera barbulata",-74.29,39.85
"Pyxidanthera barbulata",-74.36,40.46
"Pyxidanthera barbulata",-74.27,40.38
"Pyxidanthera barbulata",-75.07,39.54
"Pyxidanthera barbulata",-74.99,39.75
"Pyxidanthera barbulata",-74.65,39.64
"Pyxidanthera barbulata",-74.56,40.02
"Pyxidanthera barbulata",-74.9,39.63
"Pyxidanthera barbulata",-74.9,39.72
"Pyxidanthera barbulata",-74.83,39.57
"Pyxidanthera barbulata",-75,39.65
"Pyxidanthera barbulata",-74.32,39.9
"Pyxidanthera barbulata",-74.39,40.14
"Pyxidanthera barbulata",-74.8,39.64
"Pyxidanthera barbulata",-74.13,40.16
"Pyxidanthera barbulata",-75.04,39.4
"Pyxidanthera barbulata",-75,39.66
"Pyxidanthera barbulata",-74.76,39.45
"Pyxidanthera barbulata",-74.3,40.03
"Pyxidanthera barbulata",-74.44,39.65
"Pyxidanthera barbulata",-77,34.76
"Pyxidanthera barbulata",-74.5,39.75
"Pyxidanthera barbulata",-74.43,39.78
"Pyxidanthera barbulata",-77.65,34.63
"Pyxidanthera barbulata",-79.45,35.19
"Pyxidanthera barbulata",-78.02,34.08
"Pyxidanthera barbulata",-79.2,34.14
"Pyxidanthera barbulata",-77.51,34.53
"Pyxidanthera barbulata",-74.9,39.62
"Pyxidanthera barbulata",-79.08,34.15
"Pyxidanthera barbulata",-77.66,34.63
"Pyxidanthera barbulata",-74.15,40.15
"Pyxidanthera barbulata",-79.39,35.14
"Pyxidanthera barbulata",-78.3,34.1
"Pyxidanthera barbulata",-78.07,34.04
"Pyxidanthera barbulata",-74.66,39.79
"Pyxidanthera barbulata",-74.58,39.89
"Pyxidanthera barbulata",-74.5,39.95
"Pyxidanthera barbulata",-74.41,39.7
"Pyxidanthera barbulata",-74.54,39.78
"Pyxidanthera barbulata",-74.38,39.75
"Pyxidanthera barbulata",-74.44,39.82
"Pyxidanthera barbulata",-74.53,39.88
"Pyxidanthera barbulata",-74.37,39.71
"Pyxidanthera barbulata",-74.54,39.88
"Pyxidanthera barbulata",-74.74,39.74
"Pyxidanthera barbulata",-74.46,39.74
"Pyxidanthera barbulata",-74.24,39.8
"Pyxidanthera barbulata",-77.78,34.57
"Pyxidanthera barbulata",-77.44,34.57
"Pyxidanthera barbulata",-78.26,34.11
"Pyxidanthera barbulata",-77.66,34.45
"Pyxidanthera barbulata",-74.34,39.74
"Pyxidanthera barbulata",-78.57,34.23
"Pyxidanthera barbulata",-77.04,34.96
"Pyxidanthera barbulata",-77.87,34.23
"Pyxidanthera barbulata",-74.4,39.64
"Pyxidanthera barbulata",-78.26,34.1
"Pyxidanthera barbulata",-76.95,34.74
"Pyxidanthera barbulata",-74.57,39.88
"Pyxidanthera barbulata",-74.32,40
"Pyxidanthera barbulata",-74.37,39.7
"Pyxidanthera barbulata",-76.99,35.12
"Pyxidanthera barbulata",-76.96,34.73
"Pyxidanthera barbulata",-76.98,34.73
"Pyxidanthera barbulata",-76.99,34.73
"Pyxidanthera barbulata",-74.54,39.81
"Pyxidanthera barbulata",-74.38,39.71
"Pyxidanthera barbulata",-74.33,40.05
"Pyxidanthera barbulata",-74.39,39.7
"Pyxidanthera barbulata",-76.97,34.74
"Pyxidanthera barbulata",-74.36,39.67
"Pyxidanthera barbulata",-74.42,39.82
"Pyxidanthera barbulata",-74.4,39.85
"Pyxidanthera barbulata",-78.47,34.26
"Pyxidanthera barbulata",-77.73,34.53
"Pyxidanthera barbulata",-74.55,39.81
"Pyxidanthera barbulata",-74.65,39.65
"Pyxidanthera barbulata",-74.19,40.12
"Pyxidanthera barbulata",-74.57,39.79
"Pyxidanthera barbulata",-74.42,39.62
"Pyxidanthera barbulata",-74.55,39.76
"Pyxidanthera barbulata",-74.51,39.87
"Pyxidanthera barbulata",-76.85,36.81
"Pyxidanthera barbulata",-76.88,34.76
"Pyxidanthera barbulata",-77.07,34.84
"Pyxidanthera barbulata",-78.29,34.09
"Pyxidanthera barbulata",-74.22,39.9
"Pyxidanthera barbulata",-74.45,39.83
"Pyxidanthera barbulata",-74.36,39.68
"Pyxidanthera barbulata",-74.37,39.75
"Pyxidanthera barbulata",-78.07,34.02
"Pyxidanthera barbulata",-74.73,39.72
"Pyxidanthera barbulata",-74.35,40.16
"Pyxidanthera barbulata",-76.93,34.74
"Pyxidanthera barbulata",-76.88,34.77
"Pyxidanthera barbulata",-76.98,34.74
"Pyxidanthera barbulata",-79.54,35
"Pyxidanthera barbulata",-79.59,34.91
"Pyxidanthera barbulata",-77.72,34.53
"Pyxidanthera barbulata",-74.55,39.82
"Pyxidanthera barbulata",-74.55,39.89
"Pyxidanthera barbulata",-74.56,39.9
"Pyxidanthera barbulata",-74.5,39.96
"Pyxidanthera barbulata",-77.68,34.63
"Pyxidanthera barbulata",-77.24,34.7
"Pyxidanthera barbulata",-74.54,39.79
"Pyxidanthera barbulata",-79.2,34.15
"Pyxidanthera barbulata",-76.87,36.81
"Pyxidanthera barbulata",-77.06,34.91
"Pyxidanthera barbulata",-76.86,36.82
"Pyxidanthera barbulata",-79.33,35.11
"Pyxidanthera barbulata",-78.3,34.09
"Pyxidanthera barbulata",-77.66,34.59
"Pyxidanthera barbulata",-77.67,34.59
"Pyxidanthera barbulata",-76.96,34.74
"Pyxidanthera barbulata",-77.69,34.43
"Pyxidanthera barbulata",-74.34,39.89
"Pyxidanthera barbulata",-74.4,39.71
"Pyxidanthera barbulata",-74.45,39.78
"Pyxidanthera barbulata",-74.29,39.77
"Pyxidanthera barbulata",-76.91,34.74
"Pyxidanthera barbulata",-78.08,33.94
"Pyxidanthera barbulata",-78.11,33.97
"Pyxidanthera barbulata",-76.83,36.87
"Pyxidanthera barbulata",-77.71,34.43
"Pyxidanthera barbulata",-74.47,39.86
"Pyxidanthera barbulata",-76.84,36.81
"Pyxidanthera barbulata",-74.48,39.63
"Pyxidanthera barbulata",-74.53,39.66
"Pyxidanthera barbulata",-74.8,39.72
"Pyxidanthera barbulata",-78.63,34.2
"Pyxidanthera barbulata",-76.83,36.79
"Pyxidanthera barbulata",-74.48,39.95
"Pyxidanthera barbulata",-78.02,33.99
"Pyxidanthera barbulata",-77.93,34.55
"Pyxidanthera barbulata",-79.39,35.17
"Pyxidanthera barbulata",-74.2,39.95
"Pyxidanthera barbulata",-72.02,41.44
"Pyxidanthera barbulata",-74.69,40.91
"Pyxidanthera barbulata",-74.99,39.29
"Pyxidanthera barbulata",-74.54,39.82
"Pyxidanthera barbulata",-74.94,39.52
"Pyxidanthera barbulata",-74.73,39.45
"Pyxidanthera barbulata",-75.24,39.8
"Pyxidanthera barbulata",-74.2,40.08
"Pyxidanthera barbulata",-75.03,39.49
"Pyxidanthera barbulata",-74.66,39.64
"Pyxidanthera barbulata",-74.89,39.77
"Pyxidanthera barbulata",-77.94,43.23
"Pyxidanthera barbulata",-74.67,39.71
"Pyxidanthera barbulata",-74.53,40.15
"Pyxidanthera barbulata",-74.74,40.22
"Pyxidanthera barbulata",-74.41,40.07
"Pyxidanthera barbulata",-77.71,34.9
"Pyxidanthera barbulata",-76.85,36.82
"Pyxidanthera brevifolia",-80.22,34.5
"Pyxidanthera brevifolia",-80.12,34.59
"Pyxidanthera brevifolia",-78.96,34.99
"Pyxidanthera brevifolia",-79.05,35.26
"Pyxidanthera brevifolia",-79.06,35.27
"Shortia galacifolia",-83.44,34.99
"Shortia galacifolia",-82.94,34.95
"Shortia galacifolia",-82.98,35.53
"Shortia galacifolia",-82.62,35.22
"Shortia galacifolia",-82.73,35.16
"Shortia galacifolia",-82.57,35.61
"Shortia galacifolia",-82.34,35.66
"Shortia galacifolia",-82.61,35.49
"Shortia galacifolia",-82.6,35.49
"Shortia galacifolia",-83.02,35.02
"Shortia galacifolia",-82.57,35.24
"Shortia galacifolia",-79.03,35.9
"Shortia galacifolia",-82.98,35.01
"Shortia galacifolia",-80,35.5
"Shortia galacifolia",-82.9,35.08
"Shortia galacifolia",-79.02,35.89
"Shortia galacifolia",-82.05,35.68
"Shortia galacifolia",-83.2,35.05
"Shortia galacifolia",-82.06,35.75
"Shortia galacifolia",-82.94,34.97
"Shortia galacifolia",-79.05,35.91
