"name","basis","date","institutionID","collectionCode","collectionID","country","county","state","locality","Latitude","Longitude","ID","coordinateUncertaintyInMeters","informationWithheld","habitat","prov","spocc.latitude","spocc.longitude","spocc.prov","spocc.date","spocc.name"
"galax urceolata","PreservedSpecimen","1947-06-08","university of florida herbarium",NA,NA,"united states","dawson","georgia",NA,NA,NA,"0bc25f00-8292-4426-98ed-e33451724847",NA,"location information not given for endangered species",NA,"idigbio",NA,NA,"idigbio",1947-06-08,"galax urceolata"
"galax aphylla","PreservedSpecimen","1958-06-17",NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","avery","north carolina","0.6 mile northeast of Avery - Mitchell Co. line on US 19E",35.938186,-82.00869,"0bc8567a-55d9-44be-abb3-d1ea42014838","1269",NA,"upland woods border","idigbio",35.938186,-82.00869,"idigbio",1958-06-17,"galax aphylla"
"galax urceolata","PreservedSpecimen",NA,NA,"vascular plants","fe609977-5b39-49c5-905a-32ca83233244","united states","montgomery","virginia",NA,NA,NA,"0bddfd40-0024-48ec-80ea-225268166055",NA,"field values redacted: eventDate, month, recordNumber",NA,"idigbio",NA,NA,"idigbio",1867-01-15,"galax urceolata"
"galax urceolata","MachineObservation",NA,"urn:lsid:biocol.org:col:15463","us","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8",NA,NA,NA,NA,NA,NA,"0be31d17-a0a4-4006-bfff-fbd546c34394",NA,NA,"Moist or dry woods, chiefly in the mountains","idigbio",NA,NA,"idigbio",NA,"galax urceolata"
"galax aphylla","PreservedSpecimen",NA,NA,NA,"565b6f19-288f-4614-a4c9-b09448e96547","united states","grainger","tennessee",NA,NA,NA,"0c0d0130-a5c5-4b47-98d1-b90aa0f7e953",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"d77760fa-0a9d-469a-a49f-6c8d519dadc6","united states","macon","north carolina",NA,NA,NA,"0c1fc224-a355-4ba7-86f5-0c90756d9cb4",NA,"field values redacted: verbatimCoordinates, georeferenceProtocol",NA,"idigbio",NA,NA,"idigbio",NA,"galax urceolata"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"81b5c57b-5f26-423f-93b6-d4dc434fe707","united states","macon","north carolina",NA,NA,NA,"0c28c5cb-d156-4644-b9ed-bb6ef3d9ecea",NA,"field values redacted: eventDate, month, day, startDayOfYear, locality",NA,"idigbio",NA,NA,"idigbio",1992-03-14,"galax urceolata"
"galax aphylla","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","darlington","south carolina",NA,NA,NA,"0c6d86b6-c840-47de-af35-13a20b7e0eca",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax aphylla","PreservedSpecimen",NA,NA,"vascular plants","17f2d0fa-39a6-4465-8055-1d6fc12eeda2","united states","lee","north carolina",NA,NA,NA,"0c8fd3f7-8d40-4f43-b0cb-d03938e2af4f",NA,NA,NA,"idigbio",NA,NA,"idigbio",NA,"galax aphylla"
"galax urceolata","PreservedSpecimen",NA,NA,NA,"3858a568-5677-4954-8d69-4c684a767b01","united states","buncombe","north carolina",NA,NA,NA,"0c9178d4-a020-4012-b043-73660f4f8065",NA,"field values redacted: eventDate, month, day, startDayOfYear, locality, decimalLatitude, decimalLongitude, coordinateUncertaintyInMeters, georeferencedBy, georeferenceSources, georeferenceVerificationStatus",NA,"idigbio",NA,NA,"idigbio",1935-01-14,"galax urceolata"
"galax aphylla","PreservedSpecimen",NA,"urn:lsid:biocol.org:col:15463","us","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","united states",NA,"virginia","Giles County. Salt Pond Mt. near Lake.",NA,NA,"0ca6a22c-4526-4988-bbe0-6afffcdd01b3",NA,NA,NA,"idigbio",NA,NA,"idigbio",1939-06-17,"galax aphylla"
