"uuid","occurrenceid","catalognumber","family","genus","scientificname","country","stateprovince","geopoint.lon","geopoint.lat","datecollected","collector","recordset"
"1f4099d9-02e6-4c0f-8583-bd1a462281c1","b979be08-2a30-4d5a-82b6-03edd4ec994e","ga202492","diapensiaceae","shortia","shortia galacifolia","united states","north carolina",NA,NA,NA,NA,"beab5209-9628-4d4d-851e-2bc9bb1a0105"
"1f50811b-6ec1-4d9c-a004-021b613b2199","84edd80d-5c25-4bc5-a319-407160fa9329","wcuh0010431","diapensiaceae","galax","galax urceolata","united states","north carolina",NA,NA,NA,NA,"570dcca6-a84f-43aa-8053-1a2ac60d9ead"
"1f5519ab-c1af-4a75-86ab-9b9d4846505e","c7f15395-6ef6-4efe-adcc-9dab007bae6b","105833","diapensiaceae","shortia","shortia exappendiculata","taiwan","nantou co.",120.667,23.9333,"1966-04-23T00:00:00+00:00","m. t. kao","f1cf8457-237e-487a-9d13-5de7d81b9de4"
"1f5b0e1e-44f7-43e3-9e3c-360f9420b4b6","1e16eed9-46b6-11e5-8c8a-cef45ef6b9ba","44318","diapensiaceae","galax","galax urceolata","united states","virginia",NA,NA,"1981-05-09","north, gretchen","ff89320d-e232-4edd-9cdd-4b6acc672ad3"
"1f60934b-162e-4a98-9269-f92c1f4064d0","fe8ce0e0-00d9-4043-8474-12b570635a3a","barcode-00638452","diapensiaceae","diapensia","diapensia lapponica linnaeus","united states","new hampshire",NA,NA,NA,"e. faxon & c. e. faxon","7450a9e3-ef95-4f9e-8260-09b498d2c5e6"
"1f64201c-d34e-46b2-9ad7-2783275d5ff5","urn:catalog:trh:v:175827","175827","diapensiaceae","diapensia","diapensia lapponica","norway","trøndelag",11.4609,62.7967,"1971-07-28","tore ouren","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"1f74b716-d90f-47e5-9e40-533d3dcb2de9","s:vascularplants:s09-38655","s09-38655","diapensiaceae","diapensia","diapensia himalaica hook. f. & thomson","india","sikkim",NA,NA,NA,"j. d. h. [j. d. hooker]","fc014977-92f7-47fd-92d7-b609c39d8212"
"1f79802f-2075-49e0-bb9d-482c4af30b96","7ef30b4d-3c81-4d82-ad27-c3078cb879f9","v0091796f","diapensiaceae","shortia","shortia galacifolia torr. & a. gray","united states","north carolina",-80,35.5,NA,"a. gray","205fa34c-2fcb-4492-b992-972b18560f6f"
"1f8210da-8719-4749-ab28-5377b8a45683","8ccbdc9d-7bb3-4cd4-8e07-56e8e64b9341","263082","diapensiaceae","galax","galax urceolata","united states","north carolina",-83.1918,35.06282,NA,"stein servick","781fd581-7b93-471e-a025-413e4bcd8491"
"1f82b8c6-fb0b-4c3c-bc7e-44e13acc1827","350ba917-44bf-4e6b-8f75-f1ec85ec1af4","dov0051523","diapensiaceae","pyxidanthera","pyxidanthera barbulata","united states","new jersey",NA,NA,"1973-01-03T00:00:00+00:00","robert a. yannetti","910eadc8-8131-428c-b28a-91d0e2890f1d"
"1f98c0f7-d121-4f52-b35d-a053f0012cc6","http://n2t.net/ark:/65665/315aa2c83-e609-4ba5-aa1e-8c8d74afbf44","us 2176322","diapensiaceae","diapensia","diapensia lapponica","united states","new hampshire",NA,NA,"1947-09-07","j. r. swallen","a6eee223-cf3b-4079-8bb2-b77dad8cae9d"
"1f9a2b59-e72d-4ec3-91c9-b648c58e1fe8","urn:catalog:trh:v:73942","73942","diapensiaceae","diapensia","diapensia lapponica","norway","trøndelag",10.4384,62.7405,"1944-07-28","tore ouren","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"1fa42e4e-fadc-47f4-a4ad-1da5f2b3e124","c75519b1-01c2-4f78-bbd3-84dd4b738839","can 10069527","diapensiaceae","diapensia","diapensia lapponica l.","canada","nunavut (terr.)",-68.5617,63.7425,"2015-07-19T00:00:00+00:00","saarela, jeffery m.  ; bull, roger d  ; kingsley, jennifer","8057906f-17c9-4e25-b173-4e7fb938078b"
"1fad4b17-9a2f-4d71-b09b-68a26335ba0d","027d5220-1453-4a3f-9ed3-d1c49dba0f8a","4227631","diapensiaceae","pyxidanthera","pyxidanthera barbulata michx.",NA,NA,NA,NA,NA,NA,"36d35b23-113e-4633-90ec-19d265a3b5f6"
"1fb02b57-ad30-4dba-9199-bc36762653cd","urn:catalog:trh:v:175828","175828","diapensiaceae","diapensia","diapensia lapponica","norway","trøndelag",10.9876,62.7592,"1978-08-09","tore ouren","207b6c64-7b58-4d6a-816d-bc759c27eafc"
"1fbe5216-bda9-4806-b34b-2b5ada23c067","20eb788e-1ba8-494a-bfab-df61efbc08b9","4073106","diapensiaceae","diapensia","diapensia lapponica l.","united states","new york",-73.923485,44.112566,"1877-08-14T00:00:00+00:00","e. s. burgess","36d35b23-113e-4633-90ec-19d265a3b5f6"
