"locality string","country","state","county","latitude","longitude","correction status","precision","error polygon","multiple results","ID","name","basis"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274085218","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274085628","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274088276","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094045","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens County",NA,NA,"","","","","1849105745","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492282","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085105","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee Co.",NA,NA,"","","","","1571029765","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens County",NA,NA,"","","","","1849131507","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234462338","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492290","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492494","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492292","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492499","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094361","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens County",NA,NA,"","","","","1849178273","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492287","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492291","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492293","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492309","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","3469906803","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"John's Creek/Fish Hatchery","United States of America","North Carolina","McDowell",NA,NA,"","","","","2273382452","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Highlands Biological Station, Highlands","United States of America","North Carolina","Macon",NA,NA,"","","","","2859104170","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094280","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Jackson",NA,NA,"","","","","3470006665","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492283","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274084913","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274084935","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085020","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274085079","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274085088","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085128","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085318","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085662","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274087143","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274087188","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274087194","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274087800","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274091503","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274091508","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274091547","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274091622","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274093288","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093327","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093358","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274093389","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093390","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093407","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093605","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093646","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093653","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093731","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274093740","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274093821","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094067","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094279","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094311","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094359","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094362","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094369","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094375","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094388","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094390","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094426","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"Locality Not Recorded","United States of America","North Carolina","McDowell County",NA,NA,"","","","","1849140127","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085189","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Greenville Co.",NA,NA,"","","","","1571029442","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085138","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274029949","Shortia galacifolia Torr. & A.Gray","HUMAN_OBSERVATION"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849119631","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492468","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274084816","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094018","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","Virginia","Amherst",NA,NA,"","","","","3496971756","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274084952","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274084991","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094317","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094329","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234462913","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492458","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492476","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492489","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492491","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492493","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849137584","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849153333","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492479","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492490","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Near Asheville, Buncombe County, North Carolina.","United States of America","North Carolina","Buncombe",NA,NA,"","","","","2242401789","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274085590","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085614","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee Co.",NA,NA,"","","","","1571030957","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"devil's for, one mile west of confluence with Whitewater river, jacasses community","United States of America","South Carolina",NA,NA,NA,"","","","","1988183134","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina",NA,NA,NA,"","","","","2452783048","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Devil's Fork, one mi. W of confluence with Whitewater River, Jocassee community","United States of America","South Carolina","Oconee",NA,NA,"","","","","3125113956","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"South Carolina, Oconee County, Devil's Fork, one mile west of confluence with Whitewater River, Jocassee community. East facing, shaded stream bank in rich hardwoods.","United States of America",NA,NA,NA,NA,"","","","","2515368477","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849134796","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1987015362","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234460893","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234463977","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2859084424","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492478","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3470008699","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3766341234","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Swain",NA,NA,"","","","","1273999932","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Swain",NA,NA,"","","","","1274017251","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"Bunches Creek, on mossy bank near creek just off Big Cove Road, Cherokee, N.C.","United States of America","North Carolina","Swain",NA,NA,"","","","","2234460789","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849109198","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849169978","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234461877","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Cultivated New York, Nassau County, Sands Point, Creem property","United States of America","New York","Nassau",NA,NA,"","","","","2234461408","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee County",NA,NA,"","","","","1849184867","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","1274015732","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"Cove near Horsepasture River D P Co. Tract","United States of America","North Carolina","Macon",NA,NA,"","","","","2234461670","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274035306","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"By stream of Campsite","United States of America","North Carolina","Transylvania",NA,NA,"","","","","2234463543","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Keowee River.","United States of America","South Carolina","Pickens",NA,NA,"","","","","2412539931","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3766341230","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina",NA,NA,NA,"","","","","3766341235","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1273995877","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274022055","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","2237569973","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274093402","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093429","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1319362548","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274094087","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274094141","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1322284344","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee Co.",NA,NA,"","","","","1571029484","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","2234463577","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2859100425","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492475","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492481","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","Virginia","Amherst",NA,NA,"","","","","1320375144","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania Co.",NA,NA,"","","","","1571029444","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274236329","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085565","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492464","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina",NA,NA,NA,"","","","","1318443526","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","Georgia","Rabun",NA,NA,"","","","","1274021402","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2237570083","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"Rabun County, GA","United States of America","Georgia","Rabun County",NA,NA,"","","","","3709821776","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Rabun County, GA","United States of America","Georgia","Rabun County",NA,NA,"","","","","3709836270","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274009624","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"Near Toxaway, N.C. 16 miles from the highway. Sent us by R.P. Ashworth. Collected by Jack Dendy and D.S. Trammele and first transplanted to Henderson, N.C.","United States of America","North Carolina",NA,NA,NA,"","","","","2234461710","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"San Diego","United States of America","California","San Diego",NA,NA,"","","","","3465126459","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1317711106","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"white river, above jacassee, oconee County","United States of America","South Carolina",NA,NA,NA,"","","","","1988090355","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"By Whitewater River, above Jocassee","United States of America","South Carolina","Oconee Co.",NA,NA,"","","","","2251690133","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Grayanae, shady banks under Rhododendron and Kalmia, by White water river, above Jocassee, Oconee County, South Carolina.","United States of America",NA,NA,NA,NA,"","","","","2515396511","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"by White-water River, above Jocassee, Oconee County, South Carolina.","United States of America",NA,NA,NA,NA,"","","","","2516444482","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1987015061","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234463239","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492462","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492463","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3470010733","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3829930186","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"On Joe McNulty's road below Fish Hatchery on both sides of stream beginning at road. This is the first branch crossed on McNulty's road from Fish Hatchery road. Shortia comes to the road here on both sides and can be pcked from the road on the up side, and goes up and down for hundreds of yards. Mr. Townsend says at least 1/2 mi. up - has never followed it far down.","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462811","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Found by the first stream (small branch) on road to Joe McNulty's from Fish Hatchery road. About 50 yards upstream and going on as far as we went in scattered patches (about 200 yards) and accordingly to Mr. Townsend at least 1/2 mi. farther up.","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234462815","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Plentiful along stream (above railway) that runs under C. C. & O. Ry. track just across from Joe McNulty's house. This is farther down same stream as no. 3 collection and probably occurs all the way between these stations.","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463148","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Found at the Fish Hatchery Branch about 1 1/2 mi. above Hatchery. It is very abundant on both banks for about 1/2 mi. and sometimes solid for 20x12 ft. To be sure to find this go to Fish Hatchery ang go up F.H. Branch (creek) for perhaps 1/2 mile and come to a valley pasture through which the branch runs. A saw mill was located here. There is now a pile of saw dust. Where the branch enters the open pasture from the woods, the Shortia begins and as far up as we went, about 1/4 mi., was in great abundance.","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463154","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Found on the right bank of Toni's Creek about 200 yds. up Toni's Creek from Toni's Creek road crossing about .3 mile from Highway 221, 5 miles north of Marion, McDowell Co., N.C.","United States of America","North Carolina","McDowell",NA,NA,"","","","","2234463929","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","1273987833","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","1274006297","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"In cultivation at home of Mrs. S.C. Stewart. Plant from those set out by T.G. Harbison at Highlands, N.C.","United States of America","North Carolina","Macon",NA,NA,"","","","","2234461894","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274093371","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234461943","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234463695","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","1274084984","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","1274085089","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","2234462320","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1273986720","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1274039369","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Transylvania",NA,NA,"","","","","1318918723","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"The Arnold Arboretum, at foot of Hemlock Hill near Mountain Laurels [Jamaica Plain]","United States of America","Massachusetts","Suffolk County",NA,NA,"","","","","1999118965","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","1274007536","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
NA,"United States of America","North Carolina","Macon",NA,NA,"","","","","1273992847","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
"By branch back of old nursery on Pierson place - planted by Harbison","United States of America","North Carolina","Macon",NA,NA,"","","","","2234463720","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Pickens",NA,NA,"","","","","3344492289","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
"Highlands, Macon Co., N.C.","United States of America","North Carolina","Macon",NA,NA,"","","","","2234463629","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina",NA,NA,NA,"","","","","3470002662","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492452","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492461","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","South Carolina","Oconee",NA,NA,"","","","","3344492465","Shortia galacifolia Torr. & A.Gray","PRESERVED_SPECIMEN"
NA,"United States of America","North Carolina","Avery",NA,NA,"","","","","1273985713","Shortia galacifolia Torr. & A.Gray","OCCURRENCE"
